index:ID,xingwei,:LABEL
301548,淡；性凉,xingwei
301549,淡；辛；性凉,xingwei
301550,花：甘、淡，凉。树皮、根：微苦，凉。,xingwei
301551,辛；甘；温,xingwei
301552,"①《重庆草药》：""味辛辣，性热，无毒。""",xingwei
301553,甘；淡；性凉,xingwei
301554,甘；寒,xingwei
301555,甘；凉,xingwei
301556,味苦;性寒,xingwei
301557,味苦；辛；性寒,xingwei
301558,味微苦；辛；性凉,xingwei
301559,味甘；辛；性平,xingwei
301560,甘；寒,xingwei
301561,"①《滇南本草》：""味辣，有毒。""",xingwei
301562,酸、涩，凉。,xingwei
301563,苦；寒,xingwei
301564,苦；性寒,xingwei
301565,苦甘，凉。,xingwei
301566,甘苦，寒。,xingwei
301567,辛，寒，有毒。,xingwei
301568,甘；微苦；凉,xingwei
301569,味苦；性寒,xingwei
301570,苦，凉。,xingwei
301571,味辛；性凉；小毒,xingwei
301572,"《四川常用中草药》：""苦涩，凉。""",xingwei
301573,"①《滇南本草》：""性微寒，味辛酸。""",xingwei
301574,"《陆川本草》：""味甘微涩，性稍凉。""",xingwei
301575,酸；微寒,xingwei
301576,味苦；辛；性平,xingwei
301577,味苦；微甘；性平,xingwei
301578,苦；性凉,xingwei
301579,甘，温。,xingwei
301580,甘；微咸；性平,xingwei
301581,苦；甘；微温,xingwei
301582,苦；性温,xingwei
301583,苦；性寒,xingwei
301584,微苦；涩；性平,xingwei
301585,淡；平,xingwei
301586,味甘；性微温,xingwei
301587,甘；涩；性平,xingwei
301588,甘；涩；性平,xingwei
301589,微苦；涩；性平,xingwei
301590,味甘；苦；性凉,xingwei
301591,甘；微酸；凉；无毒,xingwei
301592,苦；性寒,xingwei
301593,涩；性凉,xingwei
301594,甘淡；平；无毒,xingwei
301595,"《西藏常用中草药》：""性平，味苦。""",xingwei
301596,辛；苦；温,xingwei
301597,味甘；咸；性平,xingwei
301598,微苦；性微寒,xingwei
301599,微辛；微寒；有小毒,xingwei
301600,甘；微苦；性寒,xingwei
301601,味辛；性温,xingwei
301602,甘；微苦；性寒,xingwei
301603,甘；微苦；性寒,xingwei
301604,味辛；淡；性凉,xingwei
301605,苦咸，寒。,xingwei
301606,甘，温。有小毒。,xingwei
301607,淡；寒,xingwei
301608,味辛；苦；性平,xingwei
301609,甘苦，凉。,xingwei
301610,苦、微涩，温。,xingwei
301611,"《贵州草药》：""性平，味甘微辛。""",xingwei
301612,辛；温,xingwei
301613,淡；微辛；微寒,xingwei
301614,甘；辛；性平,xingwei
301615,味辛；性平,xingwei
301616,甘；寒,xingwei
301617,味苦；涩；性平,xingwei
301618,味苦；微甘；性凉,xingwei
301619,甘苦，平。,xingwei
301620,辛；温,xingwei
301621,甘；平；无毒,xingwei
301622,咸，寒。,xingwei
301623,苦辛，寒。,xingwei
301624,苦；辛；寒；有毒,xingwei
301625,味苦；微甘；性凉,xingwei
301626,苦；寒,xingwei
301627,味苦；辛；性凉,xingwei
301628,味辛；性凉,xingwei
301629,苦；寒,xingwei
301630,甘辛，凉。,xingwei
301631,甘淡，凉。,xingwei
301632,味微苦;辛;性温,xingwei
301633,苦；微寒,xingwei
301634,苦甘，凉。,xingwei
301635,苦；性寒,xingwei
301636,甘；平,xingwei
301637,甘；淡；平,xingwei
301638,甘；温,xingwei
301639,"《广东中药》Ⅱ：""甘，微寒。""",xingwei
301640,甘；辛；凉,xingwei
301641,"①《救荒本草》：""叶：味苦。""",xingwei
301642,味苦；辛；性凉,xingwei
301643,甘；微苦；性寒,xingwei
301644,甘，寒。,xingwei
301645,甘；淡；性寒,xingwei
301646,辛、微酸，平。,xingwei
301647,辛；苦；平；有毒,xingwei
301648,苦，寒。有小毒。,xingwei
301649,味辛；性平；小毒,xingwei
301650,味苦；微辛；性寒,xingwei
301651,味甘；苦；性寒,xingwei
301652,淡，凉。,xingwei
301653,辛，平。,xingwei
301654,辛；性温,xingwei
301655,微咸；性温；有毒,xingwei
301656,味苦；微辛；性寒,xingwei
301657,味甘；苦；性温,xingwei
301658,"《别录》：""味苦，平，有毒。""",xingwei
301659,味辛；性凉,xingwei
301660,甘，凉。,xingwei
301661,味辛；性凉,xingwei
301662,甘涩，凉。,xingwei
301663,甘；平,xingwei
301664,苦，寒，有毒。,xingwei
301665,辛，温。,xingwei
301666,味甘；性平,xingwei
301667,苦辛，温。,xingwei
301668,咸；寒；无毒,xingwei
301669,辛，凉。,xingwei
301670,苦、涩，寒。,xingwei
301671,味苦；酸；性微寒,xingwei
301672,微苦；涩；性平,xingwei
301673,甘；淡；凉,xingwei
301674,苦涩；寒,xingwei
301675,寒；苦,xingwei
301676,果实（梓实）：甘，平。,xingwei
301677,味苦；性寒,xingwei
301678,苦，寒。,xingwei
301679,味甘；性凉,xingwei
301680,辛；苦；凉,xingwei
301681,苦；性温,xingwei
301682,苦、涩，平。,xingwei
301683,味苦；涩；性凉,xingwei
301684,味苦；性寒,xingwei
301685,味苦；涩；性平,xingwei
301686,味甘；涩；性平,xingwei
301687,味苦；涩；性平,xingwei
301688,味苦；甘；涩；性平,xingwei
301689,甘；性平,xingwei
301690,苦；甘；性微温,xingwei
301691,辛，微温。,xingwei
301692,酸涩；平,xingwei
301693,苦；辛；性温；有毒,xingwei
301694,甘，温。,xingwei
301695,甘；苦；涩；性平,xingwei
301696,辛；热；有大毒,xingwei
301697,"《云南中草药》：""甘苦，微温。""",xingwei
301698,味酸；涩；性凉,xingwei
301699,辛；温,xingwei
301700,辛；温,xingwei
301701,辛；温,xingwei
301702,辛；苦；性凉,xingwei
301703,味微苦；性凉,xingwei
301704,微苦涩；平,xingwei
301705,涩；微苦；温,xingwei
301706,味微苦；性平,xingwei
301707,"味甘,性凉",xingwei
301708,苦；寒；有毒,xingwei
301709,微苦，平。,xingwei
301710,味甘；酸；性寒,xingwei
301711,"《云南中草药》：""苦，寒。""",xingwei
301712,苦；微辛；平,xingwei
301713,苦辛，平，有毒。,xingwei
301714,味辛；性温；有毒,xingwei
301715,苦；寒,xingwei
301716,酸；涩；平；无毒,xingwei
301717,甘；涩；平,xingwei
301718,味微苦；微辛；性平,xingwei
301719,味甘；微辛；性凉,xingwei
301720,"《北方常用中草药手册》：""味微苦，性寒，无毒。""",xingwei
301721,苦；平,xingwei
301722,性寒，味甘涩。,xingwei
301723,苦；凉,xingwei
301724,甘；微苦；性凉,xingwei
301725,甘，温。,xingwei
301726,辛；苦；性温,xingwei
301727,味苦；性寒,xingwei
301728,辛，平。,xingwei
301729,甘；辛；平,xingwei
301730,甘;淡;性凉,xingwei
301731,甘；淡；平,xingwei
301732,"《云南中草药选》：""涩微苦，平。""",xingwei
301733,"《四川中药志》：""性大温，味辛甘，有毒。""",xingwei
301734,甘，凉。,xingwei
301735,性微寒，味甘。,xingwei
301736,味辛；微酸；性同寒,xingwei
301737,味甘；性温,xingwei
301738,"①《陆川本草》：""苦，寒。""",xingwei
301739,性温，味淡辛。,xingwei
301740,辛；甘；热；有毒,xingwei
301741,苦；凉,xingwei
301742,甘涩，平，,xingwei
301743,味甘；咸；性寒,xingwei
301744,味甘；性平,xingwei
301745,甘；平,xingwei
301746,味苦；性寒,xingwei
301747,味甘；咸；性温,xingwei
301748,酸、涩，平。,xingwei
301749,酸；平,xingwei
301750,味苦；涩；性平,xingwei
301751,味甘；酸；性平,xingwei
301752,酸，平。,xingwei
301753,淡，温。,xingwei
301754,味咸；性寒,xingwei
301755,辛、微苦，温。,xingwei
301756,甘、微辛，温。,xingwei
301757,辛；温；小毒,xingwei
301758,苦，平。,xingwei
301759,微苦；凉；有小毒,xingwei
301760,苦辛；凉,xingwei
301761,涩，平。,xingwei
301762,苦；辛；性平,xingwei
301763,苦；性寒,xingwei
301764,苦；性平,xingwei
301765,性微温；苦辛；小毒,xingwei
301766,酸涩，凉。,xingwei
301767,味甘；辛；性温,xingwei
301768,味微苦；辛；性凉,xingwei
301769,微苦；性微寒,xingwei
301770,味苦；微甘；性凉,xingwei
301771,苦，凉。,xingwei
301772,味甘；微苦；性寒,xingwei
301773,甘，凉。,xingwei
301774,淡，平。,xingwei
301775,涩、微苦，凉。,xingwei
301776,淡，平。,xingwei
301777,味苦；性寒,xingwei
301778,味甘；性凉,xingwei
301779,"《云南中草药》：""苦辛，温，小毒。""",xingwei
301780,辛；温；有毒,xingwei
301781,甘微苦，温。,xingwei
301782,苦，凉。,xingwei
301783,苦；性寒,xingwei
301784,辛苦，温，有毒。,xingwei
301785,苦、微辛、涩，温。,xingwei
301786,甘，温。,xingwei
301787,苦，平。,xingwei
301788,辛，温。,xingwei
301789,甘、淡，凉。,xingwei
301790,味辛；微苦；性凉,xingwei
301791,味辛；性温,xingwei
301792,微苦、辛，寒。有小毒。,xingwei
301793,甘苦，凉。,xingwei
301794,酸，温。,xingwei
301795,酸；苦；温,xingwei
301796,甘苦，凉。,xingwei
301797,甘；凉,xingwei
301798,苦；酸；凉,xingwei
301799,味辛；性凉,xingwei
301800,辛，平。,xingwei
301801,（叶并花）微辛、平、无毒。,xingwei
301802,辛；温；有毒,xingwei
301803,辛，平。,xingwei
301804,甘，平。,xingwei
301805,辛，凉。,xingwei
301806,味苦；性寒；小毒,xingwei
301807,甘；淡；凉,xingwei
301808,苦，寒。,xingwei
301809,辛；温；有小毒,xingwei
301810,苦；涩；温；有小毒,xingwei
301811,苦，寒。,xingwei
301812,"《泉州本草》：""甘微酸，性温，无毒。""",xingwei
301813,味微苦；性微凉,xingwei
301814,微苦；性平,xingwei
301815,淡；平,xingwei
301816,甘苦，平。,xingwei
301817,味苦；怀凉,xingwei
301818,苦；性平；归膀光；肝经,xingwei
301819,苦；性寒,xingwei
301820,味酸；涩；性寒,xingwei
301821,性寒，味苦、辛。,xingwei
301822,味甘、性平,xingwei
301823,辛苦，温。,xingwei
301824,味苦微辛，性温。,xingwei
301825,味甘；性平,xingwei
301826,苦、微甘，温。有毒。,xingwei
301827,甘；温,xingwei
301828,辛；苦；性温,xingwei
301829,辛；甘；平,xingwei
301830,辛；苦；温,xingwei
301831,味辛；微涩；性温,xingwei
301832,辛，平。,xingwei
301833,淡，凉。,xingwei
301834,甘，寒。,xingwei
301835,"《贵州民间药物》：""淡微涩，平。""",xingwei
301836,鲜地黄：甘、苦，寒。,xingwei
301837,凉微苦；性凉,xingwei
301838,苦。凉，有毒。,xingwei
301839,味辛；性热；有毒,xingwei
301840,性寒，味苦，有小毒。,xingwei
301841,味咸；性寒,xingwei
301842,味苦；性寒,xingwei
301843,味苦；甘；性凉,xingwei
301844,甘；辛；平,xingwei
301845,甘；涩；性平,xingwei
301846,叶：甘、苦，平。,xingwei
301847,甘；涩；性平,xingwei
301848,甘；微苦；性平,xingwei
301849,辛；苦；性凉,xingwei
301850,辛、苦，凉。,xingwei
301851,苦，温。,xingwei
301852,淡；涩；平,xingwei
301853,辛；苦；凉,xingwei
301854,性寒，味苦甘。,xingwei
301855,辛；性热；有毒,xingwei
301856,甘；微辛；平,xingwei
301857,"《本草拾遗》：""辛，温，无毒。""",xingwei
301858,苦咸，寒。,xingwei
301859,甘；温；有毒,xingwei
301860,性温，味淡。,xingwei
301861,苦、微辛，凉。,xingwei
301862,辛；甘；性平,xingwei
301863,甘，平。,xingwei
301864,甘，温。,xingwei
301865,"《闽南民间草药》：""苦辛，温，有毒。""",xingwei
301866,"《浙江民间常用草药》：""微苦，寒。""",xingwei
301867,咸；平,xingwei
301868,苦;辛;性平,xingwei
301869,辛，凉。,xingwei
301870,甘；性平,xingwei
301871,苦甘，平。,xingwei
301872,苦辛，平，有毒。,xingwei
301873,味甘；微苦；性凉,xingwei
301874,味涩；性平,xingwei
301875,味甘；咸；性温,xingwei
301876,甘；微淡；性平,xingwei
301877,苦；凉,xingwei
301878,辛甘；寒；无毒,xingwei
301879,苦；凉；有小毒,xingwei
301880,淡；寒,xingwei
301881,味辛；性微温,xingwei
301882,苦；甘；平,xingwei
301883,苦，平。,xingwei
301884,苦；辛；性平,xingwei
301885,甘；性凉,xingwei
301886,苦，寒。,xingwei
301887,苦辛，温，有毒。,xingwei
301888,辛；性微温,xingwei
301889,味苦；辛；性寒,xingwei
301890,甘，寒。（四川）,xingwei
301891,味辛；性平,xingwei
301892,辛；温,xingwei
301893,性微温，味甘。,xingwei
301894,味甘；微辛；性凉,xingwei
301895,味甘；酸；性平,xingwei
301896,甘；平,xingwei
301897,味苦；性寒,xingwei
301898,甘；微涩；性平,xingwei
301899,味苦；性寒,xingwei
301900,甘；淡；平,xingwei
301901,甘；性温,xingwei
301902,甘微涩，凉。,xingwei
301903,味甘；咸；性寒,xingwei
301904,味辛；性凉,xingwei
301905,味辛；苦；性寒,xingwei
301906,苦，凉。,xingwei
301907,味苦；性凉,xingwei
301908,"广州部队《常用中草药手册》：""淡，微凉，有小毒。""",xingwei
301909,辛；平,xingwei
301910,味辛；性热；有毒,xingwei
301911,辛甘，温。,xingwei
301912,酸、涩；凉,xingwei
301913,味辛；苦；性平,xingwei
301914,辛；淡；凉,xingwei
301915,味辛；微苦；性平,xingwei
301916,味辛；微苦；性平,xingwei
301917,味辛；苦；性温,xingwei
301918,性寒，味甘淡。,xingwei
301919,味甘；微苦；性凉,xingwei
301920,味甘；淡；性平,xingwei
301921,辛；苦；性平,xingwei
301922,味苦；辛；性温,xingwei
301923,"①《纲目》：""甘苦，寒，无毒。""",xingwei
301924,"①《四川中药志》：""性寒，味淡，无毒。""",xingwei
301925,味辛；淡；性寒,xingwei
301926,味辛；苦；性平,xingwei
301927,味苦；性寒,xingwei
301928,味甘；咸；性寒,xingwei
301929,味辛；苦；性温,xingwei
301930,咸苦，平，有毒。,xingwei
301931,苦；涩；凉；有小毒,xingwei
301932,味甘；淡；性凉,xingwei
301933,辛，平。,xingwei
301934,味甘；微苦；性凉,xingwei
301935,味甘；淡；性凉,xingwei
301936,性寒，味苦。,xingwei
301937,辛；甘；寒,xingwei
301938,味酸；苦；性凉,xingwei
301939,苦、辛，平。,xingwei
301940,辛，寒，有毒。,xingwei
301941,味甘；性平,xingwei
301942,味苦；性寒,xingwei
301943,凉。,xingwei
301944,辛；温,xingwei
301945,甘、酸，平。,xingwei
301946,味苦；性寒,xingwei
301947,淡；平,xingwei
301948,微甘；微苦；性凉,xingwei
301949,甘；咸；温,xingwei
301950,苦；平,xingwei
301951,味甘；微辛；性温,xingwei
301952,微甘；苦；涩；性平,xingwei
301953,味微苦；性凉,xingwei
301954,辛，平。,xingwei
301955,苦；涩；性寒,xingwei
301956,"《宁夏中草药手册》：""辛咸。""",xingwei
301957,苦；辛；性平,xingwei
301958,味甘；辛性微寒,xingwei
301959,味辛；微苦；性温,xingwei
301960,味甘；性平,xingwei
301961,甘；温,xingwei
301962,"《江西草药》：""苦，微寒，有毒。""",xingwei
301963,微咸，平。,xingwei
301964,味辛；性温,xingwei
301965,甘、微涩，平。,xingwei
301966,辛，平。,xingwei
301967,苦辛，温，有毒。,xingwei
301968,"①《昆明民间常用草药》：""性寒，味苦。""",xingwei
301969,苦，温。,xingwei
301970,性平，味苦甘。,xingwei
301971,味苦；甘；性凉,xingwei
301972,辛；温,xingwei
301973,"《贵阳民间药草》：""辛，温，无毒。""",xingwei
301974,味辛；性寒；有毒,xingwei
301975,辛；温；苦,xingwei
301976,味辛；甘；性温,xingwei
301977,辛，热。,xingwei
301978,辛、微涩，凉。,xingwei
301979,辛；温,xingwei
301980,苦;性凉,xingwei
301981,辛；性温；有毒,xingwei
301982,淡，平。,xingwei
301983,淡；凉,xingwei
301984,淡；凉,xingwei
301985,苦辛，微温。,xingwei
301986,辛苦，凉，有毒。,xingwei
301987,甘，寒。,xingwei
301988,味辛；性温,xingwei
301989,味甘；苦；性寒,xingwei
301990,"①《山东中草药手册》：""酸辛，温。""",xingwei
301991,甘，平。,xingwei
301992,辛；甘；温,xingwei
301993,"《本草正》：""味大苦，性寒。""",xingwei
301994,苦；辛；平；有毒,xingwei
301995,苦；涩；寒,xingwei
301996,苦；微辛；寒；有小毒,xingwei
301997,"①《河北中药手册》：""淡，凉。""",xingwei
301998,辛；涩；温；有小毒,xingwei
301999,微苦，凉。,xingwei
302000,辛咸，温，有毒。,xingwei
302001,苦；凉,xingwei
302002,甘，凉。,xingwei
302003,"《四川中药志》：""味甘，性平，无毒。""",xingwei
302004,味甘；微苦；性平,xingwei
302005,辛，凉。,xingwei
302006,甘；性温,xingwei
302007,辛麻，寒，剧毒。,xingwei
302008,味苦；微涩；性寒,xingwei
302009,味甘；苦；性微温,xingwei
302010,味苦；微辛；性凉,xingwei
302011,味甘；咸；性微寒,xingwei
302012,凉；甘,xingwei
302013,性凉，味苦涩，无毒。,xingwei
302014,苦；寒,xingwei
302015,甘辛；平,xingwei
302016,味辛；苦；性凉,xingwei
302017,味辛；微苦；性温,xingwei
302018,苦；涩；性平,xingwei
302019,"①金华《常用中草药单方验方选编》：""微苦。""",xingwei
302020,酸、咸，平。,xingwei
302021,苦、微辛，凉。,xingwei
302022,涩，平。,xingwei
302023,甘；淡；平,xingwei
302024,"《四川中药志》：""性温，味苦辛，有小毒。""",xingwei
302025,味苦；性平,xingwei
302026,"《广西中药志》：""味甘，性温，无毒。""",xingwei
302027,"①《天宝本草》：""性温。""",xingwei
302028,辛，温。有毒。,xingwei
302029,苦；辛；性凉,xingwei
302030,味苦；辛；性温；有毒,xingwei
302031,微苦；性凉,xingwei
302032,苦；性凉,xingwei
302033,甘，凉。,xingwei
302034,味苦；微涩；性寒,xingwei
302035,苦微辛，温。,xingwei
302036,味苦；酸；性微寒,xingwei
302037,味苦；性温,xingwei
302038,苦；性寒,xingwei
302039,甘；寒；无毒,xingwei
302040,"《四川常用中草药》：""苦微辛，寒，有小毒。""",xingwei
302041,"①《唐本草》：""甘，平，无毒。""",xingwei
302042,甘，平。,xingwei
302043,味辛；微苦；性微寒,xingwei
302044,苦；辛；微寒,xingwei
302045,昧微苦，性平。归肝、胃、膀胱经。,xingwei
302046,苦；凉,xingwei
302047,淡，平。,xingwei
302048,苦，平。,xingwei
302049,甘、温。,xingwei
302050,味苦；辛；性平,xingwei
302051,味苦；辛；性平；小毒,xingwei
302052,辛、甘、微苦，凉。,xingwei
302053,辛，微温。有毒。,xingwei
302054,味甘；性温,xingwei
302055,甘；平,xingwei
302056,味甘；苦；性凉,xingwei
302057,苦，寒。有小毒。,xingwei
302058,味淡；性温,xingwei
302059,味甘；性温,xingwei
302060,味甘；性温,xingwei
302061,味苦；性凉,xingwei
302062,味甘；性温,xingwei
302063,苦，寒。有大毒。,xingwei
302064,"《陕西中草药》：""味甘微苦，性凉。""",xingwei
302065,苦；性寒；大毒,xingwei
302066,"《福建中草药》：""根：辛微甘，温。""",xingwei
302067,辛；性温；有毒,xingwei
302068,甘，平。,xingwei
302069,味辛；苦；性平,xingwei
302070,苦；性平,xingwei
302071,根：微涩，微凉。,xingwei
302072,苦，平。,xingwei
302073,苦，寒，有小毒。,xingwei
302074,味苦；性凉,xingwei
302075,辛；性微温,xingwei
302076,味甘；苦；性平,xingwei
302077,味微苦；辛；性凉,xingwei
302078,味辛；性平,xingwei
302079,味微苦；苦；性微温,xingwei
302080,苦；性凉,xingwei
302081,苦；涩；平,xingwei
302082,苦，温。,xingwei
302083,"《西藏常用中草药》：""苦，寒，有小毒。""",xingwei
302084,苦；甘；凉,xingwei
302085,苦；性平,xingwei
302086,味甘；性温,xingwei
302087,味辛；甘；性平,xingwei
302088,甘；微辛；平,xingwei
302089,"①《本草拾遗》：""酸。""",xingwei
302090,"①《本草拾遗》：""味苦，平，无毒。""",xingwei
302091,味辛；涩；性温,xingwei
302092,块茎：辛，平。有小毒。,xingwei
302093,味辛；苦；性微温；小毒,xingwei
302094,甘辛，温。,xingwei
302095,味苦；辛；性凉,xingwei
302096,苦；涩；性平,xingwei
302097,苦；寒,xingwei
302098,味辛；性凉,xingwei
302099,辛；苦；温,xingwei
302100,苦；微寒,xingwei
302101,味辛；性温,xingwei
302102,味辛；苦；性温,xingwei
302103,辛；苦；微温；有毒,xingwei
302104,味苦；辛；微寒,xingwei
302105,苦；辛；温,xingwei
302106,味苦；性寒,xingwei
302107,甘微苦，温。,xingwei
302108,甘；微苦；温,xingwei
302109,苦，凉。,xingwei
302110,味辛；性凉；有毒,xingwei
302111,味苦；辛；咸；微温,xingwei
302112,咸，温。,xingwei
302113,苦；寒；无毒；凉,xingwei
302114,苦涩，平。,xingwei
302115,全草：甘、淡，凉。,xingwei
302116,淡，凉。,xingwei
302117,味辛；苦；性凉,xingwei
302118,甘微涩，平。,xingwei
302119,微苦；甘；性温,xingwei
302120,微辛、苦，寒。,xingwei
302121,辛，温。,xingwei
302122,苦；凉,xingwei
302123,苦，平。,xingwei
302124,辛；苦；微凉,xingwei
302125,甘，平。,xingwei
302126,味辛；微苦；性温,xingwei
302127,苦；温；有毒,xingwei
302128,苦；性寒,xingwei
302129,甘酸，凉。,xingwei
302130,酸；甘；温；有毒,xingwei
302131,苦，凉。,xingwei
302132,性平，味微酸、涩。,xingwei
302133,苦、酸；凉,xingwei
302134,辛；苦；凉,xingwei
302135,微苦；辛；性温,xingwei
302136,味咸；性温,xingwei
302137,甘；平；无毒,xingwei
302138,甘；温,xingwei
302139,辛；温,xingwei
302140,味甘；性温,xingwei
302141,酸、涩；平；无毒,xingwei
302142,味辛；性温；,xingwei
302143,"《昆明民间常用草药》：""性热，味麻辣，有大毒。""",xingwei
302144,淡；微苦；寒,xingwei
302145,味苦；性凉；小毒,xingwei
302146,辛；凉；有毒,xingwei
302147,甘；性平,xingwei
302148,味微苦；淡；性凉,xingwei
302149,味辛；微苦；性凉,xingwei
302150,味辛；苦；性温,xingwei
302151,味辛；性温；有毒,xingwei
302152,淡；涩；平,xingwei
302153,味苦；性寒,xingwei
302154,"《云南中草药选》：""涩，凉。""",xingwei
302155,辛；性热；有毒,xingwei
302156,"《四川中药志》：""性微温，味辛甘，有毒。""",xingwei
302157,苦；微寒；有毒,xingwei
302158,味甘；辛；性平,xingwei
302159,味甘；涩；性平,xingwei
302160,"《贵州民间药物》：""苦，温，无毒。""",xingwei
302161,"《四川常用中草药》：""酸咸，平。""",xingwei
302162,微苦，凉。,xingwei
302163,辛涩微麻，微寒，有小毒。,xingwei
302164,苦、涩；凉,xingwei
302165,辛；温,xingwei
302166,"《四川中药志》：""性平，味苦，无毒。""",xingwei
302167,味苦涩，性平。,xingwei
302168,味甘；苦；性凉,xingwei
302169,甘、酸、微苦，平。有小毒。,xingwei
302170,甘，温。,xingwei
302171,微苦；温；小毒,xingwei
302172,微苦；凉,xingwei
302173,辛、微甘、涩，平。,xingwei
302174,味苦辛，性热。有毒。,xingwei
302175,苦、涩，平。,xingwei
302176,味甘；苦；性平,xingwei
302177,甘辛；温,xingwei
302178,味苦；性温,xingwei
302179,"《贵州民间药物》：""性温，味甘。""",xingwei
302180,甘，凉。,xingwei
302181,苦；性寒,xingwei
302182,辛；性温,xingwei
302183,味甘；性温,xingwei
302184,味辛；性温温,xingwei
302185,甘；淡；凉,xingwei
302186,甘、淡，凉。,xingwei
302187,酸，热，有毒。,xingwei
302188,味苦；辛；性凉,xingwei
302189,甘；淡；平,xingwei
302190,甘；性微寒,xingwei
302191,苦、辛，微温。,xingwei
302192,甘；凉,xingwei
302193,"①《云南中草药》：""甘微苦，平。""",xingwei
302194,甘，温，有毒。,xingwei
302195,味辛；性温有毒,xingwei
302196,辛；性温,xingwei
302197,苦，凉，,xingwei
302198,甘、微苦，凉。,xingwei
302199,咸；苦；辛；平；有毒,xingwei
302200,甘；微苦；凉,xingwei
302201,甘；平,xingwei
302202,味苦；性凉,xingwei
302203,苦；涩；寒；小毒,xingwei
302204,酸涩，凉。,xingwei
302205,味甘；淡；性凉,xingwei
302206,味苦；微甘；性凉,xingwei
302207,甘，凉。,xingwei
302208,辛微苦，凉。,xingwei
302209,味甘；性寒,xingwei
302210,甘，寒。,xingwei
302211,味甘；性凉,xingwei
302212,苦辛，寒，有毒。,xingwei
302213,酸；寒；无毒,xingwei
302214,微苦；性温,xingwei
302215,味苦；性寒,xingwei
302216,苦；寒,xingwei
302217,味甘；性寒,xingwei
302218,苦；凉,xingwei
302219,味甘；微苦；性温,xingwei
302220,性凉，味苦。,xingwei
302221,"《广西中药志》：""味甘微苦，性温，无毒。""",xingwei
302222,性温，味甘，无毒。,xingwei
302223,"《广东中药》：""甘，寒。""",xingwei
302224,味辛麻；苦；性微温；有毒,xingwei
302225,苦辛，凉。,xingwei
302226,性温，味辛，生者有毒。,xingwei
302227,辛；性热；大毒,xingwei
302228,甘微苦，平。,xingwei
302229,苦；酸；性平,xingwei
302230,辛苦，凉。,xingwei
302231,"《四川中药志》：""性凉，味辛酸，有小毒。""",xingwei
302232,苦；辛；性凉,xingwei
302233,甘微苦，凉。,xingwei
302234,辛苦，温。,xingwei
302235,味甘；性平,xingwei
302236,甘淡，平。无毒。,xingwei
302237,微甘；微苦；性凉,xingwei
302238,辛、苦，微温。,xingwei
302239,苦酸，平。,xingwei
302240,辛；苦；温,xingwei
302241,甘苦，寒。,xingwei
302242,"四川中药志）：""性微温，味甘苦，无毒。""",xingwei
302243,微苦；凉,xingwei
302244,味苦；辛；温；大毒,xingwei
302245,甘淡；平,xingwei
302246,甘；性平,xingwei
302247,苦；平,xingwei
302248,味辛；微苦；性温,xingwei
302249,辛；温,xingwei
302250,"《四川中药志》：""味辛，性温，无毒。""",xingwei
302251,微苦；性平,xingwei
302252,苦；辛；性寒,xingwei
302253,"《四川中药志》：""性凉，味甘，无毒。""",xingwei
302254,甘；微苦；性凉,xingwei
302255,苦，寒。有毒。,xingwei
302256,《本草拾遗》：“有毒。”,xingwei
302257,味辛；甘；性温,xingwei
302258,味苦；微甘；性寒,xingwei
302259,味苦；辛；性平,xingwei
302260,甘辛，凉。,xingwei
302261,淡，凉。,xingwei
302262,苦，凉。,xingwei
302263,苦；性凉,xingwei
302264,辛；苦；温；有毒,xingwei
302265,苦，平。,xingwei
302266,"广州部队《常用中草药手册》：""甘，平。""",xingwei
302267,苦涩，微温。,xingwei
302268,味苦；辛；性寒,xingwei
302269,涩；微苦；性平,xingwei
302270,味苦；辛；性寒,xingwei
302271,辛；甘；性凉,xingwei
302272,苦，寒。,xingwei
302273,味甘；微苦；性微寒,xingwei
302274,"《内蒙古中草药》：""味甘酸涩，性平。""",xingwei
302275,咸苦，寒。,xingwei
302276,味酸；涩；性温,xingwei
302277,辛，温。,xingwei
302278,淡，温。,xingwei
302279,味淡，性平。,xingwei
302280,"《高原中草药治疗手册》：""辛甘，温。""",xingwei
302281,味辛；甘；性温,xingwei
302282,"《内蒙古中草药》：""辛，温。""",xingwei
302283,苦涩，凉。,xingwei
302284,"《本草再新》：""味辛，性凉，无毒。""",xingwei
302285,味甘；微苦；性平,xingwei
302286,"①《浙江天目山药植志》：""性温，味辛苦。""",xingwei
302287,微辛；涩；性凉,xingwei
302288,甘苦，平。,xingwei
302289,苦，寒。,xingwei
302290,微苦；凉,xingwei
302291,子：甘，平。,xingwei
302292,"《浙江民间常用草药》：""性平，味甘微酸。""",xingwei
302293,苦酸，寒。,xingwei
302294,苦辛，平。,xingwei
302295,苦；平,xingwei
302296,味甘；性平,xingwei
302297,辛；寒,xingwei
302298,甘平。,xingwei
302299,味辛；微苦；性温,xingwei
302300,苦；性寒,xingwei
302301,苦；凉,xingwei
302302,味苦；辛；性温；小毒,xingwei
302303,"《纲目》：""苦，平，无毒。""",xingwei
302304,辛苦，温。,xingwei
302305,甘苦，平，,xingwei
302306,辛苦，温。,xingwei
302307,味酸；苦；温,xingwei
302308,味甘；涩；性平,xingwei
302309,味苦；涩；性凉,xingwei
302310,苦辛，平。,xingwei
302311,淡；辛；寒,xingwei
302312,味甘；性凉,xingwei
302313,味甘；性微寒,xingwei
