index:ID,yongfa,:LABEL
502831,内服：煎汤，15-30g。,yongfa
502832,内服：煎汤，1～3钱；或入散剂。外用：捣敷。,yongfa
502833,1～1.5两。水煎或浸酒服。,yongfa
502834,内服：煎汤，9-30g。,yongfa
502835,内服：煎汤，15-30g；或泡作茶饮，外用：适量，捣敷或煎汤洗。,yongfa
502836,内服：煎汤，6-10g。用时打碎；或入丸、散。制霜用须包煎。,yongfa
502837,0.5～1钱，水煎服。,yongfa
502838,内服：研末煎汤，2～3钱；或入丸、散。,yongfa
502839,内服：煎汤，3～6钱；或入丸、散。,yongfa
502840,内服：煎汤，15-30g；或浸酒。外用：适量，捣敷；或煎水洗。,yongfa
502841,内服：煎汤，1.5～3钱；或研末。外用：捣敷。,yongfa
502842,内服：煎汤，15-30g。外用：适量，鲜品捣敷。,yongfa
502843,内服：煎汤，3～5钱。外用：捣敷。,yongfa
502844,叶0.5～1钱；果1～2钱。,yongfa
502845,内服：煎汤，0.5～1两。外用：煎水洗或捣敷。,yongfa
502846,内服：煎汤，6-15g。外用：适量，捣敷或煎汤洗。,yongfa
502847,内服：入丸、散。外用：研细调敷或点眼。,yongfa
502848,内服：煎汤，3～15g；或浸酒。,yongfa
502849,内服：煎汤；3-9g。,yongfa
502850,内服：煎汤，2～3钱；或研末。,yongfa
502851,1～5钱。,yongfa
502852,内服：煎汤，6-9g；研末，1.5-3g。,yongfa
502853,内眼：煎场， 15～30g。外用：适量，研木撒或调敷。,yongfa
502854,内服：煎汤，15-30g。,yongfa
502855,内服：适量，生食；或煮熟。外用：适量，烧灰存性研末调敷。,yongfa
502856,内服：煎汤，3-9g。,yongfa
502857,内服：煎汤，1～3钱；浸酒或入丸、散。,yongfa
502858,内服：煎汤，10-15g。外用：适量，泡水含漱。,yongfa
502859,内服：煎汤，3-5g。外用：适量，泡水漱口。,yongfa
502860,内服：煎汤，15-30g。,yongfa
502861,内服：煎汤，1-9g；或入丸、散；或浸酒。外用：适量，研末敷。,yongfa
502862,外用：适量，捣敷；或煎水洗。,yongfa
502863,内服：煎汤，3-6g：或研末。,yongfa
502864,内服：煎汤，3-6g。外用：适量，研末调敷；或捣烂敷。,yongfa
502865,内服：煎汤，1.5～3钱；磨汁或入丸、散。,yongfa
502866,外用：捣敷或研末调擦。内服：1～2钱，慎用。,yongfa
502867,内服：煎汤，9-15g。,yongfa
502868,内服：煎汤，6-15g。,yongfa
502869,内服：煎汤，30-120g。外用：适量，捣敷或研未调敷。,yongfa
502870,内服：煎汤，15-30g。外用：适量，捣敷。,yongfa
502871,内服：煎汤，9-12g。外用：适量，捣敷。,yongfa
502872,外用:捣敷。,yongfa
502873,内服：煎汤，1～3钱；或入丸、散。,yongfa
502874,1～2钱；外用适量，鲜品捣烂敷患处。,yongfa
502875,内服：煎汤，9-15g，大剂量可用至30g。外用：适量，捣敷。,yongfa
502876,外用：适量，研末或熬膏敷。,yongfa
502877,1～3钱；外用适量煎水外洗。,yongfa
502878,内服：煎汤，1．5～4．5g。,yongfa
502879,内服：煎汤，3-6g。,yongfa
502880,内服：煎汤，3-9g。外用：适量，煎汤洗。,yongfa
502881,内服；煎汤，3-9g。外用：适量，煎水洗；或将药汗浓煎成膏熬敷。,yongfa
502882,3～4钱。,yongfa
502883,内服：煎汤，15-30g；或捣汁。外用：适量，捣敷。,yongfa
502884,0.5～1两；外用适量，鲜品捣烂敷患处。,yongfa
502885,内他：煎汤，10-15g。外用：适量，煎水外洗。,yongfa
502886,内服：煎汤，6-15g。外用：适量，捣敷；或煎汤洗；或研末敷。,yongfa
502887,内服：煎汤，12-15g。,yongfa
502888,内服:煎汤，1～2钱；或研末。,yongfa
502889,内服：煎汤，9-15g。,yongfa
502890,内服：煎汤30-60g；或煮食。,yongfa
502891,内服：煎汤，6-10g；或泡酒。外用：适量，鲜品捣敷。,yongfa
502892,内服：煎汤，6-15g。,yongfa
502893,内服：煎汤，10-30g。,yongfa
502894,内服：煎汤，6-15g；或浸酒。外用：适量，捣敷。,yongfa
502895,内服：煎汤，3-15g。,yongfa
502896,内服：煎汤，0.5～1两。外用：捣敷或浸菜油外敷。,yongfa
502897,3～5钱。外用适量，鲜草捣烂敷患处。,yongfa
502898,内服：煎汤，3-15g。外用：适量，研末调敷。,yongfa
502899,内服：煎汤，15-30g。外用：适量，捣敷或研末调涂。,yongfa
502900,内服：煎汤，9-15g。外用：适量，捣烂敷；或水煎熏洗。,yongfa
502901,内服：煎汤，15-30g。外用：适量，鲜品捣敷。,yongfa
502902,1～3钱。,yongfa
502903,内服：煎汤，9-15g。,yongfa
502904,根皮：2～3钱；外用适量，捣烂敷患处。叶：将叶搓为绒絮，外敷伤处。,yongfa
502905,内服：煎汤，15-30g；或研末。外用：适量，捣敷、研末或烧灰调涂；或煎汤洗。,yongfa
502906,内服：煎汤，6-15g，研粉，1-3g，亦可浸酒。外用：适量，煎水洗，研粉酒擦洗身，或捣烂炒热外敷。,yongfa
502907,内服：煎汤，9-15g。外用：适量，捣敷或煎水洗。,yongfa
502908,外用：捣敷或煎水洗。,yongfa
502909,内服：煎汤，9-15g；或入丸、散。外用：适量，研末敷。,yongfa
502910,内服：煎汤，3～5钱。外用：研末或捣烂外敷。,yongfa
502911,内服：煎汤，9-15g。,yongfa
502912,内服：煎汤，10-15g。,yongfa
502913,内服：煎汤，6-15g。外用：适量，煎汤洗。,yongfa
502914,3～5钱。,yongfa
502915,内服：煎汤，15-30g。外用：适量，捣敷。,yongfa
502916,内服：煎汤，6-9g。,yongfa
502917,内服：煎汤，9-15g。,yongfa
502918,内服：煎汤，3-9g。,yongfa
502919,2～3钱，水煎服。,yongfa
502920,内服：煎汤，9-15g。外用：适量，捣敷。,yongfa
502921,2～3钱，外用适量，研粉调敷患处。,yongfa
502922,内服：煎汤，3～5钱。,yongfa
502923,内服：煎汤，1-3g。外用：适量，捣敷。,yongfa
502924,内服：煎汤，15-30g；或泡酒。外用：适量，鲜品捣敷。,yongfa
502925,内服：煎汤，5-9g。,yongfa
502926,内服：煎汤，0.5～1两（鲜者1～2两）。外用：捣敷。,yongfa
502927,内服：煎汤，5～6钱。外用：研末撒布。,yongfa
502928,内服：煎汤，9～15g。,yongfa
502929,内服：研末，5-9只。,yongfa
502930,内服：煎汤，6-15g。,yongfa
502931,内服：煎汤，15-30g。外用：适量，捣敷；或煎水洗。,yongfa
502932,内服：煎汤，鲜者1～2两；或绞汁蜜调服。外用：煎水洗或捣汁含漱。,yongfa
502933,内服：煎汤，6-12g。,yongfa
502934,内服：煎汤，0.5-3g；或入丸、散。外用：适量，研末或熬膏敷；或煎水熏洗。,yongfa
502935,内服：煎汤，6-15g。,yongfa
502936,内服：煎汤，6-12g。外用：适量，捣敷；或煎汤洗。,yongfa
502937,内服：煎汤，10-60g。外用：适量，煎汤熏洗。,yongfa
502938,内服：煎汤，10-30g；或浸酒。外用：适量，煎汤洗。,yongfa
502939,内服：根、花煎汤，3～5钱。外用：捣敷或研末吹喉。,yongfa
502940,内服：煎汤，10-15g。,yongfa
502941,3～5钱，水煎服，每日2次。,yongfa
502942,果、树皮、根均为2～3钱。枣树皮经提取后，制成枣树皮消炎片，每次服1～2片，每日服2次。,yongfa
502943,3～5钱。外用适量，捣烂敷患处。,yongfa
502944,外用：适量，研细后，用纱布先少垫于患处，然后再敷此药。内服：煎汤，1-3g；或浸酒。,yongfa
502945,内服：煎汤，15-30g。,yongfa
502946,内服：入丸、散或煎汤。外用：研末调敷。,yongfa
502947,内服：煎汤，1～2钱。,yongfa
502948,内服：炖汤，适量。,yongfa
502949,内服：根煎汤，30-60g。外用：适量，鲜叶捣敷。,yongfa
502950,内服：煎汤，6-15g。,yongfa
502951,根皮1～3钱；叶3～5钱；外用适量，鲜叶捣烂敷患处，或煎水洗。,yongfa
502952,内服：煎汤，2～3钱。外用：研末调敷。,yongfa
502953,内服：煎汤，6-12g。外用：适量，鲜品捣敷；或煎水洗。,yongfa
502954,内服：研粉末，1.5-2.1g。外用：适量，研末撒布或调敷。,yongfa
502955,外用：适量，煎水洗；或捣敷。内服：煎汤，煎汤，3-6g。,yongfa
502956,内服：煎汤，9-12g；或入丸、散。外用：适量，煎水洗或研末调敷。,yongfa
502957,9～12g。,yongfa
502958,0.5～1两。,yongfa
502959,内服：煎汤，3-10g。外用：适量，煎水洗；或捣敷；或研末撒。,yongfa
502960,内服：煎汤，9-15g。外用：适量，捣敷。,yongfa
502961,根0.5～2两；子0.5～1两；叶外用适量，捣烂敷患处。,yongfa
502962,内服：煎汤，6-15g，大剂量可用至60g。外用：适量，捣敷；或研末调涂。,yongfa
502963,内服：煎汤3-10g。外用：适量，鲜品捣敷患处。,yongfa
502964,内服：煎汤，1.5～3钱；磨汁或入丸、散。,yongfa
502965,1～2两；外用适量，捣烂或研粉敷患处。,yongfa
502966,内服：煎汤，3-10g。外用：适量，研末，麻油调敷。,yongfa
502967,内服：煎汤，0.8～1.5钱；或入丸、散。外用：煅研干撒或调敷。,yongfa
502968,内服：煎汤，6-15g。外用：适量，研末撒。,yongfa
502969,内服：为丸或炖汤，适量。外用：适量，研末调搽。,yongfa
502970,内服：煎汤，0.5～1两；研末、浸酒或捣汁。外用：捣敷。,yongfa
502971,内服：煎汤，15-30g；或浸酒；或磨水。,yongfa
502972,内服：煮食，1-2条。,yongfa
502973,内服：煎汤，9-15g；或泡酒。外用：适量，捣敷。,yongfa
502974,内服：煎汤，9-15g。,yongfa
502975,内服：煎汤，1.5～4钱；酒浸或焙干研末为丸、散。外用：烧灰调敷。,yongfa
502976,内服：烘干研粉或醋磨，2-3g。,yongfa
502977,内服：煎汤，2～3钱。,yongfa
502978,内服：煎汤，9-12g；或浸酒。外用：适量，浸酒搽。,yongfa
502979,外用：适量，塞耳。,yongfa
502980,内服：煮食，10-30g。,yongfa
502981,4～8两，煮汤服或煎汤外洗。,yongfa
502982,内服：煎汤，10-20g，亦可酒泡服。外用：适量，研末调敷。,yongfa
502983,内服：煎汤，鲜品10-30g。外用：适量，鲜品捣敷。,yongfa
502984,内服：煎汤，3-6g。外用：适量，烧灰存性，调敷。,yongfa
502985,内服：煎汤，10～30g。,yongfa
502986,内服：煎汤，0.5～1两；或研末。外用：捣敷或煎水熏洗。,yongfa
502987,内服：煎汤，1～2两；浸酒或熬膏。外用：研末炒热包罨。,yongfa
502988,内服：煮食，烧存性研末，或入丸、散。,yongfa
502989,内服：煎汤，2～5钱；浸酒或熬膏。,yongfa
502990,内服：煎汤，9-15g。外用：适量，煎水洗。,yongfa
502991,1～2两。,yongfa
502992,内服：煎汤，鲜者0.5～1两。外用：捣敷。,yongfa
502993,内服：煎汤，9-15g。外用：适量，研细粉或烧存性研粉调敷。,yongfa
502994,外用适量，捣烂外敷。,yongfa
502995,内服：煎汤，1～2两；或炖肉。外用：研末调敷。,yongfa
502996,内服：煎汤，15-30g。,yongfa
502997,花蕾1～2钱，水煎服；外用浸于花生油或菜油中成“腊梅花油”，用时搽患处或滴注耳心。,yongfa
502998,外用：适量，捣敷。,yongfa
502999,内服：煎汤，1～2钱。外用：浸油涂。,yongfa
503000,内服：煎汤，3-6g；或熬膏。,yongfa
503001,内服：煎汤，6-9g。,yongfa
503002,内服：煎汤，3～5钱；或泡茶。外用：捣敷。,yongfa
503003,内服：煎汤，30-60g；或烧存性研末。外用：适量，研末敷或烧灰淋汁熬膏敷。,yongfa
503004,0.5～1两，水煎或泡酒服。,yongfa
503005,1～2两。,yongfa
503006,内服：烧灰研末冲，3-6g。外用：适量，研末撒。,yongfa
503007,内服：煎汤，30-60g，或鲜品捣汁。,yongfa
503008,内服：煎汤，15-30g。外用：适量，捣敷；烧存性研末吹鼻。,yongfa
503009,内服：煎汤，15-30g，鲜品可用至60-120g。外用：适量，烧灰淋汁；熬膏敷。,yongfa
503010,内服：煎汤，15-30g，或泡酒饮。外用：适量，鲜品捣敷。,yongfa
503011,内服：煎汤，0.5～1两（鲜者2～4两）；或捣汁。,yongfa
503012,内服：煎汤，15-30g；或熬膏。外用：适量，捣敷。,yongfa
503013,叶3～5钱；芦荟膏：0.5～1钱，多入丸散剂服；外用适量，研粉敷患处。花3～5钱。,yongfa
503014,内服：煎汤，鲜品15-30g。外用：适量，捣敷。,yongfa
503015,内服:煎汤，1.5～3钱；或入丸、散。,yongfa
503016,外用：适量，煎水洗；或鲜叶捣敷。,yongfa
503017,外用：鲜品适量，捣敷。,yongfa
503018,内服：煎汤，3-9g；或入丸、散；研末，每次0.6-1g。外用：适量，研末敷患处。,yongfa
503019,内服：煎汤，3～5钱；或捣汁。外用：捣敷、塞鼻或捣汁滴耳。,yongfa
503020,内服:煎汤，5～10枚；烧存性研末或浸酒。外用:捣敷或烧存性研末撒。,yongfa
503021,内服：煎汤，3～4钱；或入丸、散，外用：研末撒或调敷。,yongfa
503022,内服：煎汤，6-10g。外用：适量，研末调敷。,yongfa
503023,内服：煎汤，3～5钱。外用：捣敷。,yongfa
503024,内服:煎汤，0.3～1两（鲜者0.5～2两）或入丸、散。外用:捣敷，捣汁含漱、滴耳或煎水洗。,yongfa
503025,内服：煎汤，0.4～1两；或研末。外用：捣汁或磨汁涂。,yongfa
503026,0.5～1两；外用适量，鲜草捣烂外敷。,yongfa
503027,内服：煎汤，9-15g。外用：适量，捣敷。,yongfa
503028,内服：0.9g，泡酒500ml，每次饮5-10ml。,yongfa
503029,内服：煎汤，0～ 609。外用：适量，捣敷；或研末调敷。,yongfa
503030,内服：煎汤，1～3钱；研末或浸酒。外用：捣敷或捣汁点眼。,yongfa
503031,1～2钱。常入丸、散剂。,yongfa
503032,内服：煎汤，2-6g；或入丸、散。外用：适量，研末调敷。内服宜炮制后用。,yongfa
503033,内服：50-100ml。外用适量，涂搽或洗。,yongfa
503034,内服：煎汤，0.5～1两。外用：捣敷。,yongfa
503035,内服：煎汤，30-60g。,yongfa
503036,"内服：煎汤，6-15g；熬膏,或入丸、散。外用：适量，鲜品捣敷或捣烂绞汁涂。",yongfa
503037,内服：煎汤，15-30g。,yongfa
503038,内服：煎汤，2～3钱；研末或泡酒。外用：研末撒。,yongfa
503039,内服：煎汤，9-30g。外用：适量，捣敷。,yongfa
503040,内服：煎汤，1.5-6g；研末，1.2-2.4g。,yongfa
503041,内服：煎汤，9-15g（大剂量30-60g）。,yongfa
503042,内服：煎汤，3～5钱。,yongfa
503043,内服：煎汤。2～3钱。,yongfa
503044,内服：煎汤，1～3钱。,yongfa
503045,2～3钱；外用适量，煎水洗或研粉清油调敷患处。,yongfa
503046,内服：煎汤，9-15g。外用：适量，加蜂蜜捣敷。,yongfa
503047,内服：煎汤，6-9g，外用：适量，煎水洗或研末调敷。,yongfa
503048,内服：研末，3g，酒冲服。,yongfa
503049,内服：煎汤，1.5～3钱；或入丸、散。,yongfa
503050,内服：煎汤，10-30g；捣汁，浸酒或研末。外用：适量，研末调敷、煎汤洗或漱口。,yongfa
503051,内服：煎汤，2～4钱。,yongfa
503052,鲜品2～3钱，水煎服；或干品2两，白酒1斤，浸泡1周，去渣，每次10毫升，日服2次。,yongfa
503053,内服：煎汤，15-30g；或绞汁。外用：适量，鲜品捣敷。,yongfa
503054,内服：水煎，9-15g。外用：适量，研末调敷；或撒布。,yongfa
503055,外用：捣敷。,yongfa
503056,内服：煎汤，6-9g；研末3g。外用：适量，研末敷；或鲜品捣敷。,yongfa
503057,内服：煎汤，9-18g。,yongfa
503058,内服：煎汤，1～3钱（鲜品3～5钱）。,yongfa
503059,内服：煎汤，10-20g。外用：适量，鲜品捣敷。,yongfa
503060,内服：煎汤，3-6g；或含咽。,yongfa
503061,内服：煎汤，1.5～3钱；或入丸、散。外用：研末撒或吹鼻。,yongfa
503062,内服：煎汤3 ～15g ，先煎；或入丸、散。外用：研末水飞点眼。,yongfa
503063,内服：煎汤，3～5钱（鲜品1～2两）。,yongfa
503064,内服：煎汤，10-30g；或研末，3-6g。外用：适量，捣敷。,yongfa
503065,内服：煎汤，6-9g；或浸酒。,yongfa
503066,3～5钱，水煎或泡酒服。,yongfa
503067,内服：煎汤，0.5～1两；研末或浸酒。,yongfa
503068,3～5钱。,yongfa
503069,内服：煎汤，9-15g。外用：适量，捣敷。,yongfa
503070,内服：煎汤，15-30g。,yongfa
503071,内服：煎汤，3-10g；或入丸、散。外用：适量，研末撒或吹鼻。,yongfa
503072,内服：煎汤，10-30g。外用：适量，捣敷。,yongfa
503073,内服：煎汤，9-15g。,yongfa
503074,外用：适量，捣敷；或捣烂加酒擦；或煎水洗。,yongfa
503075,内服：煎汤，9-15g。,yongfa
503076,内服：煎汤，10-15g。,yongfa
503077,内服：煎汤、9～15g。,yongfa
503078,内服：煎汤，12-15g。外用：适量，研粉敷；或捣敷。,yongfa
503079,内服：煎汤，15-30g。外用：适量，鲜品捣敷。,yongfa
503080,内服：煎汤，9-15g，打碎先煎；研末，1.5-3g。,yongfa
503081,内服：煎汤，0.5～1两；或浸酒。外用：研末调敷。,yongfa
503082,内服：煎汤，15-30g。外用：适量，捣烂敷。,yongfa
503083,鲜叶捣烂，或用叶研粉外敷。,yongfa
503084,内服：煎汤，0.5～1两。外用：捣敷。,yongfa
503085,内服：煎汤，0.5～1两。,yongfa
503086,内服：煎汤，3-6g；或烧灰存性。外用：适量，捣敷。,yongfa
503087,1～3钱。,yongfa
503088,内服：煎汤，3～6钱；研末，1～1.5钱。,yongfa
503089,内服：煎汤，全草15-30g；或浸酒。外用：叶适量，捣青。,yongfa
503090,内服：煎汤（须久煎），2～4钱（鲜者0.5～1两）；熬膏或入丸、散。,yongfa
503091,内服：煎汤，0.5～1两；或浸酒，外用：捣敷。,yongfa
503092,内服：煎汤，0.5～4两（鲜者2～4两）。外用：捣敷。,yongfa
503093,内服：煎汤，0.8～1.5钱；或入散剂。外用：煎水熏洗或研末调涂。,yongfa
503094,内服：入丸、散，或加水溶解取澄清液服。外用：研末调敷，或以水溶化澄清涂洗。,yongfa
503095,内服：煎汤，10-15g，鲜品15-30g。外用：适量，鲜品捣敷。,yongfa
503096,内服：煎汤，6-12g。,yongfa
503097,内服：煎汤，1～3钱，或磨汁。外用：水磨点眼。,yongfa
503098,内服：煎汤，1～2钱；或入散剂。外用：研末撒或调敷。,yongfa
503099,1钱，多入丸散剂。,yongfa
503100,水煎服。,yongfa
503101,内服：煎汤，9-15g；或泡茶饮。,yongfa
503102,内服：煎汤，15-30g，或经沸水烫后当菜吃。,yongfa
503103,花1～2钱；果、根3～5钱。,yongfa
503104,内服：煎汤，2～3钱；或入散剂。外用：研末撒或调敷。,yongfa
503105,内服：煎汤，6-15g。,yongfa
503106,内服：煎汤，1～2两。,yongfa
503107,内服：煎汤，2～5钱；或研末。,yongfa
503108,内服：煎汤，6-10g。,yongfa
503109,刺糖、种子3～5钱。外用适量，种子压汁外涂。,yongfa
503110,内服：煎汤，30-60g。外用：适量，捣敷。,yongfa
503111,0.5～2两；外用适量捣烂敷患处。,yongfa
503112,3～5钱；外用适量，捣烂擦或敷患处。,yongfa
503113,1～2两；外用适量，鲜品捣烂敷患处。,yongfa
503114,内服：煎汤，15-30g；或入丸、散。外用：适量，研末调敷；或鲜品捣敷。,yongfa
503115,内服：煎汤，15-30g。外用：适量，研末调涂。,yongfa
503116,内服：煎汤，6-12g。,yongfa
503117,内服：煎汤，3～5钱。外用：煎水洗。,yongfa
503118,内服：煎汤，10-15g。,yongfa
503119,内服：煎汤，6-9g。外用：煎水洗。,yongfa
503120,不作内服，外用煎水外洗或捣烂敷患处。,yongfa
503121,内服：煎汤，6-9g，或入丸、散。外用：适量，水 煎洗；或研末调敷。,yongfa
503122,内服：煎汤，9-15g；或浸酒。外用“适量，捣敷。,yongfa
503123,内服：煎汤，1～2钱；大剂量则催吐。外用：研末撒。,yongfa
503124,内服：煎汤， 10-15g，大剂量可用30g。,yongfa
503125,0.5～2两；外用适量，鲜品捣烂敷患处。,yongfa
503126,内服：煎汤，6-10g。外用，鲜品适量，捣敷。,yongfa
503127,内服：煎汤，15-30g。外用：适量，捣敷。,yongfa
503128,内服：煎汤，15-30g，鲜品加倍；或泡酒。外用：适量，捣敷；或煎汤熏洗；或浸酒涂。,yongfa
503129,内服：煎汤，9-15g。外用：适量，研末调敷，或煎水洗患处。,yongfa
503130,根0.5～1两；果0.5～1.5两。,yongfa
503131,内服：煎汤，9-15g。外用：适量，捣烂敷。,yongfa
503132,内服：煎汤，3-5g，鲜者10-15g。外用：适量，捣敷；或绞汁滴耳。,yongfa
503133,内服：煎汤，9-15g。,yongfa
503134,内服：煎汤，5-15g；或研末；或泡酒。,yongfa
503135,1～3钱。,yongfa
503136,内服：煎汤，1～3钱。,yongfa
503137,内服：煎汤，6-13g。,yongfa
503138,内服；煎汤，3-9g。外用：适量，捣敷。,yongfa
503139,内服：煎汤，6-9g。,yongfa
503140,内服：煎汤，6-10g。,yongfa
503141,内服：煎汤，9-15g。外用：适量，鲜品捣敷。,yongfa
503142,内服：煎汤，10～15g。,yongfa
503143,内服：煎汤，鲜品15-30g；或捣汁。外用：适量，鲜品捣敷。,yongfa
503144,内服：煎汤，15-30g，研末，3-6g；或泡茶饮。外用：适量，捣烂涂擦。,yongfa
503145,内服：煎汤，10～15g（鲜品30～60g）；或捣汁炖服。外用：适量，捣敷；或煎水洗。,yongfa
503146,0.3～1两。,yongfa
503147,内服：煎汤，15-30g；或入丸、散。外用：适量，捣敷。,yongfa
503148,内服：煎汤，15-30g。,yongfa
503149,内服：煎汤，10-15g，鲜品30-60g。外用：适量，研末调敷。,yongfa
503150,内服：煎汤，6-9g。外用：鲜品适量，捣敷。,yongfa
503151,3～8钱。外用适量煎水熏洗。,yongfa
503152,内服：煎汤，1～3钱；或入丸、散。外用：研末调敷。,yongfa
503153,内服：煎汤，茎15-30g；种子，10-15g。,yongfa
503154,内服：煎汤，12-15g；或用鲜品捣汁。外用：适量，煎水熏洗或烧存性研末撒。,yongfa
503155,内服：煎汤.0.5～1两。外用：煎水熏洗。,yongfa
503156,4.5～9g。,yongfa
503157,内服：煎汤，9-15g。,yongfa
503158,内服:煎汤，0.5～1两。,yongfa
503159,内服：煎汤，5-15g，大剂量可用至50g。外用：适量，捣敷；或煎水洗。清热解毒宜生用；止血宜炒炭。,yongfa
503160,内服:煎汤，1.5～3钱；或入丸、散。外用:捣敷、研末调敷或煎水洗。,yongfa
503161,内服：煎汤，10-30g。,yongfa
503162,内服:煎汤，3～5钱（鲜者1～2两）；或入丸、散。外用:研末调敷、捣敷或捣汁点眼。,yongfa
503163,内服：煎汤，10-15g；或研末。,yongfa
503164,内服:煎汤，2～4钱。外用:煎水洗或捣敷。,yongfa
503165,内服：煎汤，6-9g；或研末。外用：适量，醋浸涂擦。,yongfa
503166,1两。,yongfa
503167,"内服：煎汤，15～30g,鲜品60～120g；或捣汁。外用：适量，捣敷。",yongfa
503168,内服：煎汤，2～3钱：研末，0.5～1钱。外用：捣敷。,yongfa
503169,1～3钱；外用适量，鲜品捣烂敷患处。,yongfa
503170,0.5～1两；外用适量鲜品捣烂敷患处。,yongfa
503171,内服：煎汤，6-15g。外用：适量，捣敷。,yongfa
503172,内服：煎汤，15-30g；捣汁或浸酒。外用：适量，捣敷。,yongfa
503173,内服：煎汤，30-60g。,yongfa
503174,内服：煎汤，15-30g。外用：适量，煎水洗。,yongfa
503175,内服：煎汤，10-15g；或块根1个，生嚼服。,yongfa
503176,内服：煎汤，3～5钱；或炖鸡服。,yongfa
503177,内服：煎汤，1.5～3钱；泡茶或入丸、散。,yongfa
503178,内服：煎汤，9-15g。外用：适量，鲜品捣敷。熬膏涂擦；或研粉调敷。,yongfa
503179,内服：煎汤，3～5钱。,yongfa
503180,内服：冲服，1～2两；入丸剂或熬膏。,yongfa
503181,内服：煎汤，9-15g。外用：适量，捣敷。,yongfa
503182,内服：煎汤，1～2钱。外用：捣敷。,yongfa
503183,内服：煎汤，3-10g；或浸酒。,yongfa
503184,鲜品1～2两；外用适量，干粉撒敷伤口。,yongfa
503185,内服：煎汤，10-20g，鲜品30-60g。外用：适量，捣敷；或研末撒。,yongfa
503186,内服：9-15g。,yongfa
503187,内服：煎汤，3～5钱（鲜者2～4两）。外用：捣敷。,yongfa
503188,内服：煎汤，1.5-3g；或入丸、散。外用：适量，研末撒膏药上敷贴。,yongfa
503189,内服：煎汤，1～3钱。外用：研末调敷或干撒。,yongfa
503190,内服：煎汤，3-6g。外用：适量，研末调敷。,yongfa
503191,内服：煎汤，1.5～3钱。外用：熬膏贴。,yongfa
503192,外用：适量，捣敷或研末撒。,yongfa
503193,外用：适量，撒敷或调涂。,yongfa
503194,内服：浸酒，3-5个。,yongfa
503195,内服：1只，煮食；或炙食。,yongfa
503196,内服：煎汤，10-30g。,yongfa
503197,内服：煎汤，1～3钱；或入丸、散。,yongfa
503198,内服：烘干研末，2～4个。,yongfa
503199,内服：煮食，100-200g。,yongfa
503200,内服：煎汤，3-10g；或泡酒；或入丸、散。外用：适量，研末干掺或调敷。,yongfa
503201,内服：煎汤，3-12g；或开水泡。外用：适量，煎汤洗；或鲜品捣敷。,yongfa
503202,外用：适量，涂敷。,yongfa
503203,内服：煎汤，30-60g。外用：适量，煎水洗；或研末撒。,yongfa
503204,内服：适量，油炸，研粉，0.3-0.6g。,yongfa
503205,内服：煮食，1只；或作散剂。,yongfa
503206,内服：煎汤，15g，鲜品15-30g。外用：适量，鲜叶捣烂外敷。,yongfa
503207,内服：煎汤，0.5～1两。外用：捣敷。,yongfa
503208,胡桐泪（树脂.粗品）：2～3钱，水煎服；外用适量。根：3～5钱，水煎服。,yongfa
503209,内服：煎汤，3-9g；或研末。,yongfa
503210,内服:煎汤，3～5钱（鲜者1～2两）。,yongfa
503211,内服：煎汤，9-15g，鲜品30-60g；或炖肉；或浸酒。外用：适量，研末，调敷。,yongfa
503212,内服：煎汤，9-15g；单味嚼服；10-30g；或入丸、散。外用：研末捣敷。,yongfa
503213,内服：煎汤，6-15g。外用：适量，捣敷。,yongfa
503214,内服：煮食，10-20枚。,yongfa
503215,内服:煎汤，1～3钱；或入丸、散。,yongfa
503216,内服：煎汤，9-15g，鲜品15-30g；或捣汁。外用：适量，煎汤洗；或捣敷；或绞汁服。,yongfa
503217,内服：煎汤，9-15g；或入丸、散。外用：鲜品拭擦或捣敷；或煎水洗。,yongfa
503218,内服：煎汤，6-12g；或入丸、散。外用：适量，煎水含漱或熏洗。,yongfa
503219,内服：煎汤，6-10g；或入丸、散。外用：适量，煎水含漱；或研末撒。,yongfa
503220,内服：煎汤，30-120g；或生吃；或捣汁；或煮食；外用：适量，煮熟捣敷；或切片烧热敷。,yongfa
503221,内服：煎汤，30-60g；或切碎蒸熟食。,yongfa
503222,内服:煎汤，鲜者0.5～1两。外用:捣敷。,yongfa
503223,内服：煎汤，18-30g。外用：适量，捣敷。,yongfa
503224,内服:煎汤，0.5～1钱；或入丸、散。外用:研末调敷或置膏药内贴之。,yongfa
503225,内服:煎汤，3～5钱。,yongfa
503226,内服：煎汤，9-15g；或捣敷；或研末，第次2-3g。外用：适量，捣敷；或研末调敷；或煎汤熏洗。,yongfa
503227,内服：煎汤，15-30g。外用：适品适量，捣敷,yongfa
503228,内服：煎汤，10-15g。外用：适量，研末包敷。,yongfa
503229,内服：煎汤，2～3钱。外用：捣敷。,yongfa
503230,内服：煎汤，9-20g。外用：适量，捣敷。,yongfa
503231,内服：煎汤，10-15g。,yongfa
503232,内服:煎汤或捣汁。外用:研末干擦。,yongfa
503233,内服：煎汤，3-6g（需经炮制后用）。外用:适量，捣敷。,yongfa
503234,鲜品捣烂敷或干粉撒敷。,yongfa
503235,1～3钱，水煎服。,yongfa
503236,内服：煎汤，12-30g。,yongfa
503237,内服：浸洒，20-30ml，每日2次。外用：适量，加酒捣敷。,yongfa
