index:ID,zhuzhi,:LABEL
403885,清热。治肝炎，胆囊炎，肺炎，肺结核，胃溃疡。,zhuzhi
403886,祛风湿，解毒。治痢疾，风湿筋骨疼痛，瘫痪，癫痫，疮疥。,zhuzhi
403887,温中，止痛，理气，燥湿，治呕逆吞酸，厥阴头痛，脏寒吐泻，脘腹胀痛，经行腹痛，五更泄泻，高血压症，脚气，疝气，口疮溃疡，齿痛，湿疹，黄水疮。,zhuzhi
403888,活血通络；清热利湿。主闭经；症瘕；腰膝酸疼；小便淋痛,zhuzhi
403889,祛风除湿，活络止痛，健胃消食。用于风湿疼痛，腰膝酸软，食欲不振，胃痛。,zhuzhi
403890,祛风湿，通经络，消痰涎，散癖积。治痛风、顽痹、腰膝冷痛，脚气，疟疾，症瘕积聚，破伤风，扁桃体炎，诸骨鲠咽。,zhuzhi
403891,行气止痛，接骨。用于肝胃气痛，跌打损伤，骨折。,zhuzhi
403892,健脾益气；祛风除湿；固精止带。主脾虚食少；久脱肛；小儿疳积；蛔虫病；风湿痹痛；遗精；崩漏；带下；子宫脱垂,zhuzhi
403893,祛风化痰，解毒散瘀。治小儿惊风，中暑腹痛，哮喘痰咳，咽喉肿痛，胃痛，牙痛，风湿疼痛，跌打损伤。,zhuzhi
403894,解毒消肿。主毒蛇咬伤,zhuzhi
403895,祛风除湿，舒筋活络。主治风湿关节痛。,zhuzhi
403896,祛风利湿；活血舒筋；理气化痰。主风湿痹痛；腰膝酸痛；水肿；跌打损伤；劳伤咳嗽；哮喘；吐血,zhuzhi
403897,清热解毒；祛风胜湿。主肺热咳嗽；咽喉肿痛，风湿关节痛,zhuzhi
403898,温经散寒；化痰止咳；消肿止痛。主风寒感冒；头痛；咳嗽哮喘；风湿痹痛；跌打损伤；口舌生疮；毒蛇咬伤；疮疡肿毒,zhuzhi
403899,清热解毒，祛痰，截疟。治牙痛，喉痛，疟疾。,zhuzhi
403900,行血散瘀，消肿止痛。用于咽喉炎，跌打损伤，痈疖肿毒，蛇咬伤。,zhuzhi
403901,治风湿性关节炎。,zhuzhi
403902,清热，解毒，消肿。治咽喉肿痛，乳蛾，痄腮，风火牙痛，痈肿疮毒。,zhuzhi
403903,清热，利湿，化痰，软坚。治口渴烦热，咳逆胸痹，瘰疬，痰核，崩漏，痔瘘。,zhuzhi
403904,凉血解毒，利尿通淋。,zhuzhi
403905,活血，止痛，接骨，消肿。主治跌打损伤，骨折。,zhuzhi
403906,理气，止痛，通窍。治胸闷不舒，气滞疼痛，风痰闭塞。功胜沉香。,zhuzhi
403907,清热止咳。主肺热咳嗽,zhuzhi
403908,清肝明目，通便。主感冒发热，肝热目赤，云翳障目，大便秘结,zhuzhi
403909,舒筋活血。主跌打损伤；陈伤筋骨酸痛；月经不调,zhuzhi
403910,利水；解毒；活血祛瘀。主水泻；流感；毒蛇咬伤；筋骨折伤,zhuzhi
403911,通经活血；截疟。主外伤肿痛；骨折；疟疾,zhuzhi
403912,活血散瘀，退热止痛。主治跌打损伤，骨折，疟疾，胃痛。,zhuzhi
403913,清热利尿；消肿止痛。主小便不利；跌打损伤；头痛,zhuzhi
403914,利水消肿；祛风湿；解毒。主肝硬化腹水；肾炎水肿；尿路感染；阴囊肿痛；风湿痹痛；无名肿毒；荨麻疹,zhuzhi
403915,消肿解毒；止血。主毒蛇咬伤；痈肿疮疖；水火烫伤；外伤出血,zhuzhi
403916,祛风除湿；活血通络；止咳涩精。主风湿痹痛；腰腿疼痛；跌打骨折；头晕失眠；虚劳咳嗽；遗精,zhuzhi
403917,清热化痰，抗菌消炎。治风热咳嗽，咽喉肿痛，百日咳，痢疾，带状疱疹。,zhuzhi
403918,宣肺祛痰；降气止咳；定惊。主感冒；咳嗽；痰喘；胞闷；风湿痛；小儿惊风,zhuzhi
403919,利水消肿；止血。主水肿；腹水；咯血,zhuzhi
403920,祛风明目；消食化积；解毒。主目赤肿痛；泪眵多；食积脘胀；食物中毒,zhuzhi
403921,清热解毒；散结消肿。主咽喉肿痛；瘰疬结核；瘀滞疼痛；痈疖肿毒；蛇虫咬伤,zhuzhi
403922,凉血；止血；清热解毒。主吐血；咳血；外伤出血；肺热咳嗽,zhuzhi
403923,败毒消痈，活血通络，祛风杀虫。治急、慢性阑尾炎，风湿痹痛，赤痢，血淋，月经不调，疳积，虫痛，跌扑损伤。清热解毒，活血，祛风。用于肠痈腹痛、经闭痛经、风湿痹痛、跌打扑痛。,zhuzhi
403924,清热利尿。主风热感冒；热淋；小便不利,zhuzhi
403925,行滞气，暖脾胃，消症积，解毒，杀虫。治饮食积滞，脘腹冷痛，水肿胀满，泄泻，痢疾，疟疾，百日咳，痈疽肿毒，白秃癣疮，蛇虫咬伤。,zhuzhi
403926,清热；利尿；止咳；止血。主肺热咳嗽；痰中带血；小便不利；热淋；沙淋；颈淋巴结核；烧烫伤；外伤出血,zhuzhi
403927,止咳，祛痰，降血压。用于老年慢性支气管炎，高血压。,zhuzhi
403928,滋阴降火。主阴虚盗汗骨蒸潮热；肺痨咳嗽；牙龈肿痛,zhuzhi
403929,益气补虚；固冲止血；解毒。主虚痨；妇人劳损；崩中漏下，小狼谈热风痫；丹毒,zhuzhi
403930,清热利湿；解毒消肿。主痢疾；腹泻；乳痈；肠前程；疮疖肿毒,zhuzhi
403931,凉血止血；活血消肿；清热解毒。主吐血；衄血；便血；崩漏；月经不调；跌打损伤；腰痛；乳腺炎；疖痈肿毒；毒蛇咬伤,zhuzhi
403932,散瘀消肿。主跌打瘀肿。,zhuzhi
403933,清心火，利小便，通经下乳。用于口舌生疮、心烦尿赤、水肿、热淋涩痛、白带、经闭乳少、湿热痹痛。,zhuzhi
403934,清热利湿；解毒。主肺热咳嗽；湿热痢疾；痈肿疮毒,zhuzhi
403935,祛风痰，逐寒湿，定惊痫。治中风痰壅，口眼歪斜，头痛，癫痫，风湿痹痛，破伤风，疮疡疥癣，皮肤湿痒。,zhuzhi
403936,祛见，化痰，燥湿。用于中风痰壅，口眼歪斜，偏正头风，风痰眩晕，痰厥头痛；外治疥癣风疮，阴下湿痒。,zhuzhi
403937,活血消肿；止痛。主痈肿；耳痛；跌打损伤；梅毒；痔漏,zhuzhi
403938,利膈开胃。主食俗不振,zhuzhi
403939,补肺镇咳；散瘀止血；止带。主虚痨咳嗽；妇女血崩；白带,zhuzhi
403940,祛风除湿；化瘀散结。主风湿骨痛；肝肿大,zhuzhi
403941,清热；凉血；解毒。主温病高热；吐衄；发斑；咽喉肿痛；疖肿；无名肿毒；疳蚀疮；蜂虫螫伤,zhuzhi
403942,祛风散寒；温中理气。主风寒感冒；咳喘气急；脘腹胀痛；消化不良；泻痢腹痛；周身麻木；跌打损伤,zhuzhi
403943,清热解毒；止血敛疮。主痒腮；毒蛇咬伤；刀伤出血；湿疹；疮疡溃烂,zhuzhi
403944,清热利湿；止咳止呕。主黄疸；血淋；呕吐；腹泻；风热咳嗽；跌打损伤；蛇伤；疔毒,zhuzhi
403945,消肿散瘀，止血止痛。主治咯血，吐血，跌打内伤瘀血，风湿性关节炎。,zhuzhi
403946,清热燥湿；杀虫。主疥疮；顽癣,zhuzhi
403947,疏风解热，抑菌消炎，防腐止痒。用于预防流行性感冒、流行性脑脊髓膜炎，治上呼吸道感染，咽喉炎，支气管炎，肺炎，急、慢性肾盂肾炎，肠炎，痢疾，丝虫病；外用治烧烫伤，蜂窝织炎，乳腺炎，疖肿，丹毒，水田皮炎，皮肤湿疹，脚癣，皮肤消毒。,zhuzhi
403948,祛风，利湿，止血。用于风湿关节炎，破伤风，肺结核咯血。,zhuzhi
403949,清热解毒；利咽消肿。主咽喉肿痛；肺热咳喘,zhuzhi
403950,理气消食；利水消肿。主饮食不消；脘腹胀满；浮肿；小便不利；风湿腰腿疼痛,zhuzhi
403951,清肝胆火，解毒。治目赤头痛，咽炎，湿热黄疸。,zhuzhi
403952,清热解毒，活血化瘀。用于感冒，咽喉肿痛，扁桃体炎，胃炎，肝炎，乳腺炎，癌症（食道癌、贲门癌、肝癌、乳腺癌）初起，闭经，跌打损伤，关节痛，蛇虫咬伤。,zhuzhi
403953,清热解毒；散痈消肿。主疔疮；乳痈；肠痈；丹毒；湿热痢疾,zhuzhi
403954,祛风解表，清热解毒。主感冒发热；毒蛇,zhuzhi
403955,清热消炎，健脾和胃，上痛。治胃痛，肠胃炎。菌痢，食积饱胀，水肿，湿疹。,zhuzhi
403956,散风寒；通阳气。主感冒风寒；阴寒腹痛；四肢逆冷；小便不通,zhuzhi
403957,清热，解毒。治时行热毒，疔疮痈肿，丹毒，疳蚀，天疱疮。,zhuzhi
403958,清热祛湿；解毒消肿；杀虫止痒。主发热；咳嗽；痢疾；腹泻；腹痛；疝气；龋齿痛；湿疹；疥癣；白癫风；疮疡肿痛；毒虫咬伤,zhuzhi
403959,清热解毒；凉血消斑。主温病发热；发斑发疹；吐血衄血；喉痹；热痢；黄疸；丹毒；痄腮；口疮；痈肿,zhuzhi
403960,化湿利水;破瘀散结;解毒。主吐泻腹痛;水肿;小便不利;症积痞胀；痈肿疮疡；瘰疬,zhuzhi
403961,治病后体虚，关节酸痛，跌打损伤。,zhuzhi
403962,清热祛湿；杀虫止痒。主小便不利；水肿；皮肤湿疮；头疮；耳聋,zhuzhi
403963,清热解毒；利尿。主中暑；甲状腺肿；水肿,zhuzhi
403964,解毒清热；理气开郁。主暑热烦渴；头晕；胸闷脘痞；梅核气；咽喉肿痛；百日咳；小儿麻疹；烫火伤,zhuzhi
403965,吐风痰，杀虫毒。治中风痰涌，风痫癫疾，黄疸，久疟，泄痢，头痛，喉痹，鼻息，疥癣，恶疮。,zhuzhi
403966,利水，通便。治水肿，石淋，小便不利，瘰疬，痈肿恶疮。,zhuzhi
403967,强壮筋骨；止泻；止血。主小儿佝偻病；久泻久痢；创伤出血,zhuzhi
403968,通乳。主产妇乳少,zhuzhi
403969,清热；利水；明目。主黄疸；水肿；疮肿；淋浊；消渴；痢疾；目赤弱障；痔疮,zhuzhi
403970,清热解毒，消痈肿。主治无名肿毒，疮疖，麻疹热毒。,zhuzhi
403971,宣鼻窃；通经。主鼻中息肉；鼻塞不通；经闭,zhuzhi
403972,散结，消瘀，清肺，润肠。治腹内结聚，肠痈，咳嗽口渴。,zhuzhi
403973,生津止渴；杀虫。主咽燥口渴；虫积；久痢,zhuzhi
403974,涌吐痰食；除湿退黄。主中风；癫痫；喉痹；痰涎壅盛；呼吸不利；宿食不化；胸脘胀痛；湿热黄疸,zhuzhi
403975,清热解毒；利湿消肿。主感冒发热；咽喉肿痛；黄疸型肝炎；目赤肿痛；痈肿疮疖,zhuzhi
403976,清暑热；解烦渴；利小便。主暑热烦渴，小便不利，暑热下痢腹痛,zhuzhi
403977,滋阴清热，祛痰，解毒。治痨热咳嗽，白带，腰酸，肺炎，胃痛，痢疾，跌打损伤，风湿疼痛，疔疮。,zhuzhi
403978,解毒消肿；止咳。主钩端螺旋体病，痈肿疮毒，毒蛇咬伤；咳嗽,zhuzhi
403979,清热利湿；解毒；散瘀消肿。主湿热黄疸；泄泻；痢疾；肠痈；痈疖肿毒；乳蛾；口疮；目赤肿痛；毒蛇咬伤；跌打损伤,zhuzhi
403980,消炎，止痛。主治胸腹炎，高热，关节挫伤，关节痛。,zhuzhi
403981,截疟；利尿降压。主疟疾；高血压病,zhuzhi
403982,清热化湿；解毒。主水肿；热痹；疮疡肿毒；疥癣；脚气,zhuzhi
403983,祛风止痒，止痛。,zhuzhi
403984,去翳明目。主目翳,zhuzhi
403985,清热利湿；解毒止血。主痈疖肿毒；咽喉肿痛；疥疮；小儿疳积；白带过多；外伤出血,zhuzhi
403986,清热，利水。治热结小便不通，黄疸，脚气，水肿，消渴，痔疮，便血，目赤肿痛，疔疮肿毒。,zhuzhi
403987,清肺止咳，凉血解毒。治肺痈，咳血，吐血，衄血，尿血，痈肿，疥癞，跌打损伤，风火牙痛。,zhuzhi
403988,"《陕西中草药》：""清热解毒，消肿，止痛，杀虫。治扁桃体炎，牙痛，咽喉痛，淋巴结核，秃疮，疮疖疥癣，痈疽。""",zhuzhi
403989,滋阴补阳。主阴阳亏虚证,zhuzhi
403990,解毒。治肝炎。,zhuzhi
403991,健脾和胃；利尿强心。主脾胃不和；食积不化；及心力衰竭之浮肿,zhuzhi
403992,化痰散结；清热通淋。主瘰疬痰核；热淋,zhuzhi
403993,舒筋通络；活血止痛。主腰痛,zhuzhi
403994,利水消肿。主水肿,zhuzhi
403995,清热利涅，补虚活血。治尿路感染，白带，痢疾，病后体虚，扭、挫伤。,zhuzhi
403996,滋补养阴；消瘿散结。主肺结核；甲状腺肿大；眼花目眩,zhuzhi
403997,清热解毒；利水通淋；止血。主小便淋痛；尿血；喉痛；乳蛾；小儿胎毒；丹毒；赤白带下；阴痒,zhuzhi
403998,补肝肾，益精髓，明目。治腰膝酸痛，遗精，消渴，尿有余沥，目暗。,zhuzhi
403999,发汗，祛痰，止痛，消肿。治感冒头痛，咳喘痰多，牙痛，口舌生疮，跌打损伤。,zhuzhi
404000,清热解毒；凉血止血；健脾利湿。主吐血；衄血；便血；血崩；淋浊；带下；痢疾；黄疽；便溏；目赤肿痛；咽喉肿痛；痈疽肿毒；痱子,zhuzhi
404001,补中益气；暖胃健脾。主脾虚泄泻；胃寒呃逆；肢体倦怠；脱肛；崩漏,zhuzhi
404002,宽胞下气。主胞膈胀闷,zhuzhi
404003,治淋病，小便不利，乳痈，疮肿。,zhuzhi
404004,益气健脾；补肾；明目；止痢。主病后、产后体虚；乳汁不足；肾虚腰痛；水肿；视物昏花；头痛；胃痛；泻痢,zhuzhi
404005,和脾胃；消谈饮；安心神。主脾胃不和；二便不通；咳嗽痰多；烦热不安,zhuzhi
404006,健脾胃；利小便；解热毒。主脾胃虚弱；消化不良；食后饱胀；水肿胀满；黄疸；痈疮肿毒,zhuzhi
404007,祛暑，活血，理气，化湿。治夏月感冒，中暑呕恶，腹痛泄泻，跌打瘀痛，湿疹，疖肿。,zhuzhi
404008,解毒；杀虫。主疮疖；疥癣,zhuzhi
404009,健脾补虚；开胃消食；解毒止痢。主病后体虚；食欲不振；食积腹胀；泄泻痢疾,zhuzhi
404010,散瘀消肿；止血。主外伤肿痛；出血,zhuzhi
404011,和胃；益肾；明目；祛风湿。主心腹烦满；肾虚遗精；阳痿阴冷；不育无子；风寒湿痹,zhuzhi
404012,和胃；收敛。主反胃吐食，胃脘疼痛；泄泻；便血；疮疡脓水淋漓；子宫脱垂,zhuzhi
404013,治痈疖肿毒，瘰疬结核，疟疾，下肢溃疡。（子）风湿寒痹，补肾明目；（叶）前痈肿毒疮，下瘀血，止霍乱。,zhuzhi
404014,清热利湿；凉血止血。主淋浊；心烦失眠；鹤膝风；目赤肿痛；齿痛；鼻衄；便血；崩漏；白带,zhuzhi
404015,"《中国医学大辞典》:""功用与砂仁同，而较为平和。""",zhuzhi
404016,利水通淋；泄热；安神；凉血止血。主热淋；肾炎水肿；心热烦躁；心悸失眠；口舌生疮；咽痛；齿痛；目赤肿痛；衄血；咯血；尿血,zhuzhi
404017,止血；安胎。主先兆流产；产后出血,zhuzhi
404018,消炎解毒。治湿热黄疸，白喉。,zhuzhi
404019,清热解毒；通乳；排脓。主疮痈肿痛；乳汁不通；乳腺炎；淋马结结核；肋腺炎；痔漏,zhuzhi
404020,行气调中，和胃，醒脾。治腹痛痞胀，胃呆食滞，噎膈呕吐，寒泻冷痢，妊娠胎动。,zhuzhi
404021,清热利湿；活血止痛。主湿热黄疸；胁肋疼痛；跌打伤痛,zhuzhi
404022,解毒止痢；接骨止血。主热毒血痢；跌打扭狎；骨折；外伤出血,zhuzhi
404023,清热，利湿，解毒。治泌尿系结石，慢性胃炎，慢性气管炎，小儿疳积，痈疽发背，痔疮，漆疮。,zhuzhi
404024,清热宣肺；祛痰散结；消肿止痛。主厨师发热；咽喉肿痛；咳喘；骨痨；瘰疬；疮疡；腰扭伤,zhuzhi
404025,清热解毒。主咽喉肿痛；痢疾；毒蛇咬伤,zhuzhi
404026,理气健胃。主脘腹胀痛；消化不良,zhuzhi
404027,破结，行水。治小便不利，石淋，恶疮瘰疬，臁疮。,zhuzhi
404028,清热利湿；活血止痛。主黄疸；热淋；风湿痹痛；跌打损伤；骨折,zhuzhi
404029,凉血止血。主吐血,zhuzhi
404030,清热利尿。主发热；口渴；心烦；小便不利,zhuzhi
404031,健脾和胃；消食化积。主饮食停滞；消化不良；脘腹胀满；食欲不振；呕吐泻痢,zhuzhi
404032,祛风除湿；和胃安神；解毒敛疮。主疟疾寒热；筋骨挛急；泄泻痢疾；夜寐不安；肿毒；漆疮；冻疮；犬咬伤,zhuzhi
404033,清热解毒，润肠通便。主麻疹，水痘，感冒，胃痛，便秘,zhuzhi
404034,清热解毒。治结合膜炎，肺结核，胃痛，骨折。,zhuzhi
404035,滋阴潜阳。主虚劳咳嗽；骨蒸烦热；体弱消瘦,zhuzhi
404036,明目解毒。主烂弦风眼；翳障；藤黄中毒,zhuzhi
404037,活血凉血；止咳通淋；散结解毒。主产后血闷；胎衣不下；带下；崩漏；衄血；呕血；咳嗽痰血；淋浊；疮肿；目赤肿痛；角膜白斑；瘰疬；睾丸炎；骨膜炎；毒蛇蛟伤,zhuzhi
404038,清热解毒；凉血化瘀；利水消肿。主咽喉肿痛；黄疸；水肿；恶疮肿毒；丹毒；瘰疬；湿疹；蛇虫咬伤,zhuzhi
404039,竹芯、竹叶：清热除烦。主治热病烦渴，小便不利，口舌生疮。,zhuzhi
404040,清心利尿；除烦止渴。主热病烦渴；小便短赤；口舌生疮,zhuzhi
404041,清热止渴；解毒；止血。主消渴；小便热痛；脱肛；小儿头身热疮；刀伤出血,zhuzhi
404042,根：益气，健脾，固涩。用于盗汗，久泻，脱肛，遗精，白带。,zhuzhi
404043,解毒消痈；清热利湿。主疔疮疖肿；瘰疬；无名肿毒；蛇咬伤；肠痈；目赤肿痛；黄疸；白带,zhuzhi
404044,润澡解毒；通窍。主齁病；手足皲裂；疔疮,zhuzhi
404045,果：补肾固精。用于阳痿，遗精，遗尿，白带。,zhuzhi
404046,凉肝明目；祛风定惊。主目赤疼痛；涩痒；眵多赤烂；头风；惊痫；风痹,zhuzhi
404047,"①《中国医学大辞典》:""利肺快膈，调中和胃。""",zhuzhi
404048,清热解毒；平肝散结；祛风定惊。主肺痈；蛇咬伤；目赤；瘰疬；咳嗽；蛇毒；小儿急惊风；风湿痹痛；跌打损伤,zhuzhi
404049,平肝；舒筋活血；利湿；解毒。主中风不语；口眼歪斜；肢体麻木；风湿痹痛；跌打损伤；黄疸型肝炎；白带；疮疖,zhuzhi
404050,补虚益肾，收敛止血。治痨伤咳嗽吐血，痢疾，下肢酸软，筋骨拘挛，小便失禁，白浊白带。,zhuzhi
404051,疏风清热；解毒消肿。主风热感冒；咽喉肿痛；肾炎；膀胱炎；痈肿疔毒；跌打损伤,zhuzhi
404052,清热；除烦；止呕；止血。主热病烦渴；呕吐；小儿惊厥；吐血；衄血,zhuzhi
404053,祛风通络；活血止痛。主风湿痹痛；跌打肿痛,zhuzhi
404054,温通经脉；行气止痛。主寒湿痹痛；脘腹疼痛；痛经；跌打损伤,zhuzhi
404055,理气和胃；温中止呕。主脘腹胀满疼痛；宿食不消；呕吐,zhuzhi
404056,养心安神；润肠通便。主心悸失眠；多汗遗精；肠燥便秘,zhuzhi
404057,止泻痢。治腹泻。,zhuzhi
404058,祛风除湿；行气止痛。主风湿痹痛；久咳；痔疮,zhuzhi
404059,和解表里，疏肝，升阳。治寒热往来，胸满胁痛，口苦耳聋，头痛目眩，疟疾，下利脱肛，月经不调，子宫下垂。,zhuzhi
404060,清热平肝；利湿解毒。主肺热咳嗽；头目眩晕；耳鸣；耳聋；日赤羞明；肝炎；风湿痹痛；跌打伤肿；蛇头疔；无名肿毒,zhuzhi
404061,清热燥湿；涩肠；止血；止带；杀虫。主泄泻；痢疾；肠风便血；崩漏；带下；蛔虫病；丝虫病；疮癣,zhuzhi
404062,滋肾；清肝明目；健脾利水。主肾；虚腰膝酸软；阳痿；止昏；目翳；水肿；尿水,zhuzhi
404063,祛署化湿；解毒；杀虫。主暑湿伤中；恶心呕吐；食欲不振；泄泻；痢疾痈疽肿毒；疥疮；白秃疮,zhuzhi
404064,凉血散瘀；清热利湿。主咳嗽吐血；崩漏；水肿；跌打损伤,zhuzhi
404065,疏风；解表；透疹；解毒。主风热感冒；麻疹初起；疹出不透；风湿痹痛；皮肤瘙痒,zhuzhi
404066,利水，止血。主小便不利；水肿胀痛；便血；崩漏,zhuzhi
404067,清热燥湿，收涩止带，止泻，止血。用于赤白带下，湿热泻痢，久泻久痢，便血，崩漏。,zhuzhi
404068,利水；杀虫解毒。主水肿；疥癣；虫咬,zhuzhi
404069,清热燥湿；杀虫。主湿热滞下；泄泻；痢疾；湿疹；疮疥；疖肿,zhuzhi
404070,降逆各胃；理毛宽胸；消瘿；醒酒；解鱼蟹毒。主恶心呕吐；胸闷腹胀；瘿瘤；醉酒,zhuzhi
404071,活血通经；玫毒散结。主血瘀经闭；腰伤疼痛；阳痿；不孕瘰疬；癣疮；狂犬咬伤,zhuzhi
404072,收敛，止痢，消炎。治痢疾，消化不良，内出血，疔疮初起。,zhuzhi
404073,清热解毒，健胃止痛，散瘀消肿。治外感咳嗽，咽痛，口舌生疮，呕吐腹泻，痢疾，胃痛，痈疽肿毒，跌打损伤。,zhuzhi
404074,根：祛风通络，活血散瘀，解蛇毒。外用治跌打肿痛，风湿关节痛。,zhuzhi
404075,舒筋活血，止痛。治跌打防折，风湿疼痛。,zhuzhi
404076,舒筋活络，消炎利尿。治风湿关节炎，腰腿痛，肾炎水肿，尿路感染，膀胱炎，尿道炎。,zhuzhi
404077,除风湿，止血止痛，调经活血，镇静安神，健脾胃。治劳伤腰腿痛，外伤出血，月经不调，子宫脱垂，白带，精神病，痫症，半身不遂，阳痿，头晕目眩。,zhuzhi
404078,清热解毒；消肿。主痈肿疮毒；烫伤,zhuzhi
404079,清热解毒，祛风湿，消肿。,zhuzhi
404080,凉血止血；利尿解毒。主吐血；衄血；崩血；金疮出血；水肿；疝气；痢疾；毒疮,zhuzhi
404081,清热利湿解毒；疏肝通络；祛瘀止痛。主湿热淋病；肝炎；感冒；扁桃体炎；疝气偏坠；筋骨疼痛；跌打损伤,zhuzhi
404082,"《中国沙漠地区药用植物》：""利水通淋，清热。治尿路感染，肾炎水肿，感冒发烧，黄疸型肝炎，糖尿病。""",zhuzhi
404083,祛风除湿；活血止痛。主风湿痹痛；肢体麻木；劳伤腰痛；跌打损伤,zhuzhi
404084,安神；平肝；活血；敛疮。主失眠；癫痫；眩晕；跌打损伤；水火烫伤,zhuzhi
404085,清热解毒；接骨疗伤。主咽喉肿痛；热毒疮疡；骨折；外伤出血,zhuzhi
404086,补肾壮腰；散瘀止痛。主肾虚腰痛；筋骨疼痛；跌打损伤；蛇咬伤,zhuzhi
404087,清湿热；解毒消痈。主湿热吐泻；腹痛；痈疽疮毒,zhuzhi
404088,清热解毒；止血散瘀。主热毒斑疹；金疮；产后血气胀痛；崩漏；带下；衄血；痢疾,zhuzhi
404089,清热泻火；解毒。主咽喉肿痛；牙痛；毒蛇咬伤,zhuzhi
404090,止痛；止血。主吐血；偏头痛；跌打肿痛；外伤出血,zhuzhi
404091,清热解毒；调经止血；收敛固脱。主湿热黄疸；下痢脓血；疮痈肿毒；毒蛇咬伤；月经不调；崩漏；子宫脱垂；脱肛,zhuzhi
404092,清热利湿。主黄疸，子宫脱出,zhuzhi
404093,祛风，活血，解毒。治风湿腰腿痛，跌打损伤，瘰疬。,zhuzhi
404094,"《陕西中草药》：""除风湿，活血，解毒，镇惊息风，抗癌。治风湿腰腿痛，小儿惊风，肠炎，疮疖，瘰疬，癌肿。""",zhuzhi
404095,清热化痰；定惊除烦。主痰热咳喘；心烦；小儿惊风；中风痰迷,zhuzhi
404096,抗癌，祛风湿，解毒消肿。外用治脑瘤，深部脓肿，风湿性关节炎。,zhuzhi
404097,祛风除湿；散结消肿。主风湿性关节炎；深部脓肿；淋巴结结核,zhuzhi
404098,清热；利湿；消积。主热病烦渴；黄疸型肝炎；脾肿大；糖尿病；消化不良；小儿疳积,zhuzhi
404099,清热燥湿；涩肠；止血；止带；杀虫。主泄泻；痢疾；便血；崩漏；痔疮出血；带下；蛔虫症；疮癣,zhuzhi
404100,"①《云南中草药》：""发表温经，活络止痛。治跌打损伤，风湿麻木，外感风寒。""",zhuzhi
404101,散风热；解毒；止痛。主感冒发热；头痛；牙痛；齿槽脓肿；痈肿疮疖,zhuzhi
404102,清热凉血；解毒消肿。主痈疡；肿毒；瘰疬；恶疮；暴赤火眼；肺热咳嗽；淋证；肠风下血,zhuzhi
404103,清热解毒；利尿；止血。主烫伤；吐血；痢疾；小便不利；外伤出血,zhuzhi
404104,清热利湿；活血通络；止血生肌；解毒消肿。主淋证；白浊；疝气；偏坠；风湿痹痛；跌打瘀肿；创伤出血；烫伤；疮痈,zhuzhi
404105,清热解毒；消肿止痛。主感冒发热；头风；风炎赤眼；咽喉肿痛；痄肋；牙痛；乳痈；疮疖肿毒；痔疾出血；腹痛泄泻；急惊风,zhuzhi
404106,解毒止泻。主肠炎,zhuzhi
404107,清热解毒。治急慢性扁桃体炎，急性咽喉炎，口腔炎，腮腺炎，乳腺炎，阑尾炎，痈疽疔疮，急慢性肠炎，菌痢，胃痛，热嗽失音。,zhuzhi
404108,滋阴润燥；止咳；调经。主阴虚劳嗽；痰中带血；月经不调,zhuzhi
404109,祛风；清热；利湿；解毒。主风湿痹证；腰腿疼痛；跌打损伤；小便淋涩；瘰疬；痈肿疮毒；臁疮,zhuzhi
404110,清热解毒，活血止血，止带。主痈肿疔疮，烫伤，痢疾，闭经，崩漏，带下，创伤出血,zhuzhi
404111,止痛；解毒。主产后腹痛；水泻腹痛；牙痛；乳蛾,zhuzhi
404112,消食化积；解暑；清肝。主小儿疳积；中暑呕吐；腹泻；目赤肿痛,zhuzhi
404113,固精涩肠，缩尿止泻。治滑精，遗尿，小便频数，脾虚泻痢，肺虚喘咳，自汗盗汗，崩漏带下。,zhuzhi
404114,清热解毒；凉血消肿。主用于疔疮肿毒；痈疽发背；丹毒；毒蛇咬伤,zhuzhi
404115,活血生肌，止血解毒。主治挫伤，小儿惊风，胸膜炎，吐血，毒蛇咬伤，腰肌劳损，烫伤，带状疱疹。,zhuzhi
404116,清热解毒；理气止痛。主风热感冒；口疮；脘腹胀痛,zhuzhi
404117,块根：生津止渴，补阴，除虚热。主治虚劳，白带，虚喘。,zhuzhi
404118,祛风解表；活络止痛。主感冒头痛；咳嗽；风湿痹痛；跌打损伤,zhuzhi
404119,祛痰定喘，泻肺行水。治咳逆痰多，脾虚肿满，胸腹积水，胸胁胀满，肺痈。用全草，解肉毒。,zhuzhi
404120,发表，散寒，理气，和营。治感冒风寒，恶寒发热，咳嗽，气喘，胸腹胀满，胎动不安。并能解鱼蟹毒。,zhuzhi
404121,散寒解表，理气宽中。用于风寒感冒，头痛，咳嗽，胸腹胀满。,zhuzhi
404122,清热利湿，活血调经，解毒消肿。根：扁桃体炎，月经不调，白带，子宫颈糜烂，前列腺炎，泌尿系感染，风湿关节酸痛；根、全草外用治乳腺炎，跌打损伤，痈疖疔疮，湿疹。,zhuzhi
404123,解毒；杀虫。主疮疡肿毒；疥癞顽癣；湿疹；毒蛇咬伤,zhuzhi
404124,下气，清痰，润肺，宽肠。治咳逆，痰喘，气滞，便秘。,zhuzhi
404125,理气，舒郁，止痛，安胎。治气郁，食滞，胸膈痞闷，脘腹疼痛，胎气不和。,zhuzhi
404126,清热化斑；利湿解毒。主生斑痣；脓疱疮,zhuzhi
404127,清热利湿；消肿止痛。主急、慢性肝炎、胃肠炎、口腔炎、咽喉肿痛、牙痛,zhuzhi
