index:ID,yaocai,:LABEL
101575,地莓子Dì Méi Zǐ黄帽子、黄刺儿根,yaocai
101576,地茄子Dì Qié Zi小铜锤、地钮子、地扣子、地石榴、米汤果,yaocai
101577,地菍根Dì Rěn Gēn地茄根、地稔根、火炭泡,yaocai
101578,柳絮Liǔ Xù柳实、柳子,yaocai
101579,地花生Dì Huā Shēnɡ翻转红,yaocai
101580,栗子Lì Zi板栗、 栗果、木巽)子、(木奄)子、栗果、大栗,yaocai
101581,栗寄生Lì Jì Shēnɡ柃寄生、螃蟹脚、吊兰、胡龙须、方叶子、樟木寄生、油茶寄生、梅子寄生、三稔寄生,yaocai
101582,栎叶槲蕨Lì Yè Hú Jué树上槲蕨、树骨碎补,yaocai
101583,柳花Liǔ Huā杨花、柳椹、柳蕊,yaocai
101584,栗树皮Lì Shù Pí栗树白皮,yaocai
101585,栗花灯心草Lì Huā Dēnɡ Xīn Cǎo三头灯心草,yaocai
101586,栾樨Luán Xī格杂树,yaocai
101587,栗毛球Lì Máo Qiú栗毛壳、栗刺壳、风栗壳、板栗壳斗,yaocai
101588,栗荴Lì Fū栗子内薄皮、栗蓬内膈断薄衣,yaocai
101589,栗花Lì Huā板栗花,yaocai
101590,梁王茶Liánɡ Wánɡ Chá金刚散、山槟榔、良旺茶、宝金刚、金刚树、白鸡骨头树、香棍、兰花、小牛角兰,yaocai
101591,梨Lí快果、果宗、玉乳、蜜父,yaocai
101592,梨果仙人掌Lí Guǒ Xiān Rén Zhǎnɡ仙人掌、霸王树、火焰、神仙掌、印度无花果,yaocai
101593,梨果榕Lí Guǒ Rónɡ辣柳树、水石榴、黎柳树、梨状牛奶子、母猪精,yaocai
101594,梨树根Lí Shù Gēn糖果根、糖梨根,yaocai
101595,棱枝槲寄生Lénɡ Zhī Hú Jì Shēnɡ枫木寄生、万寿木寄生、柿寄生、樟木寄生、梨寄生（《广西药植名录》），青刚栎寄生（《海南植物志》），桑寄生（《西藏常用中草药》）。,yaocai
101596,棱枝卫矛Lénɡ Zhī Wèi Máo小干金、硬筋藤。,yaocai
101597,椋子木Liánɡ Zǐ Mù椋、（木来）、松杨、凉木、椋子树、冬青果、丁木树、灯台树、大叶灯台树、落地金钱,yaocai
101598,楼梯草Lóu Tī Cǎo细水麻叶、石边采、赤车使者、半边山、半边伞、到老嫩、冷子草、冷水草、龙含珠、上天梯、海马含珠、水芝麻叶、惊风草、大伞花楼梯草、拐枣七,yaocai
101599,楼梯草根Lóu Tī Cǎo Gēn龙含珠根,yaocai
101600,榔榆叶Lánɡ Yú Yè鸡筹仔叶,yaocai
101601,榈木Lǘ Mù花梨木、青皮树、青豆风柴、青力捆地、相思树、红面桐、三钱三、青竹蛇、臭树、牛屎柴、烂锅底柴、臭桶柴、红豆树。,yaocai
101602,榔榆皮Lánɡ Yú Pí朗榆皮,yaocai
101603,榔榆茎Lánɡ Yú Jīnɡ鸡筹仔茎,yaocai
101604,橹罟子Lǔ Gǔ Zǐ露兜子、竻波罗、假菠萝、山波罗、勒角子、婆锯勒子、野菠萝,yaocai
101605,水牛角Shuǐ Niú Jiǎo沙牛角,yaocai
101606,水獭肝Shuǐ Tǎ Gān獭干、水狗肝,yaocai
101607,水玉簪Shuǐ Yù Zān青竹、草莲,yaocai
101608,水珠草Shuǐ Zhū Cǎo散积血,yaocai
101609,水田七Shuǐ Tián Qī水三七（《贵州卫生》（11）：19，1959），屈头鸡、水鸡头（《南宁市药物志》），水鸡仔（《广西中药志》），囫头鸡、水虾公、马老头（广州空军《常用中草药手册》），山大黄（《云南思茅中草药选》），水槟榔，水萝卜、长须果（《广西植物名录》）。,yaocai
101610,水狼萁Shuǐ Lánɡ Qí卷叶凤尾、白兰地草、白栖石,yaocai
101611,水田碎米荠Shuǐ Tián Suì Mǐ Qí水田荠、水芥菜。,yaocai
101612,小金发藓Xiǎo Jīn Fā Xiǎn红孩儿、止血药,yaocai
101613,水石油菜Shuǐ Shí Yóu Cài虎牙草、地油仔、蚯蚓草、矮冷水花、苔水花、透明草、圆叶豆瓣草、坐镇草、水麻儿,yaocai
101614,水禾麻Shuǐ Hé Má山苎、大水麻、野苎麻、水升麻、野线麻、大蛮婆草、火麻风,yaocai
101615,水紫菀Shuǐ Zǐ Wǎn山苦菜（《黄山植物的研究》）。,yaocai
101616,水竹叶Shuǐ Zhú Yè鸡舌草、鸡舌癀、小叶挂蓝青、小叶鸦雀草、鸭脚草、水金钗、断节草、分节草、水叶草、水竹叶菜、肉草、三角菜,yaocai
101617,水红木叶Shuǐ Hónɡ Mù Yè吊白叶、粉帕叶、炒面叶、揉白叶、粉桐叶、灰叶子、野灰靛叶、摸翻脸、翻脸叶、马番莲、抽刀红、捏面樟,yaocai
101618,水百合Shuǐ Bǎi Hé八仙贺寿草、山丹草、山丹、荞麦叶贝母、心叶百合、大叶百合、洋兜铃、山芋艿、苦百合、喇叭、菠萝头、百合。,yaocai
101619,水皂角Shuǐ Zào Jiǎo关门草、山梅豆（《东北药植志》），金豆子（《贵州民间方药集》），水通（《民间常用草药汇编》），山扁豆（《贵阳民间药草》），山茶叶（《东北常用中草药手册》）。,yaocai
101620,水细辛Shuǐ Xì Xīn土癞蜘蛛香、毛细辛、石南七细辛、南坪细辛、苕叶细宰。,yaocai
101621,水绵Shuǐ Mián石衣、水衣、水苔、石发、陟厘、侧梨、水青苔,yaocai
101622,水红花子Shuǐ Hónɡ Huā Zǐ水荭子（《本草衍义》），荭草实（《纲目》），河蓼子（《山东中药》），川蓼子、水红子（《上海常用中草药》）。,yaocai
101623,水红袍Shuǐ Hónɡ Páo对叶红线草、见缝合、黄金楼、大散血、苋菜三七、沙红七、血草,yaocai
101624,水胡满Shuǐ Hú Mǎn虎狼草、臭苦蓢、缸瓦箖、苦郎树、假茉莉、见水生,yaocai
101625,水翁花Shuǐ Wēnɡ Huā水雍花（《广东中药》），大蛇药（《广西药植名录》）。,yaocai
101626,水胡满根Shuǐ Hú Mǎn Gēn苦(艹朗)树根,yaocai
101627,水翁皮Shuǐ Wēnɡ Pí水翁树皮,yaocai
101628,水芙蓉Shuǐ Fú Rónɡ水薄荷、软骨倒水莲、水管筒、三叉草、水管草、通关草、马上消、麻雀草、马下消、止咳草,yaocai
101629,水芦荻根Shuǐ Lú Dí Gēn过江龙,yaocai
101630,水芹Shuǐ Qín楚葵（《尔雅》），水斳、水英（《本经》），芹菜（《尔雅》郭璞注），水芹菜（《滇南本草》），野芹菜（《湖南药物志》）。,yaocai
101631,水苋菜Shuǐ Xiàn Cài水泉（《陆川本草》），水瓜子菜、红眼猫（《南宁市药物志》），水马桑（《贵阳民间药草》），肉矮陀陀（《贵州民间药物》），水指甲、水串（《四川中药志》），水豆瓣、红格草（《云南思茅中草药选》）。,yaocai
101632,水苎麻Shuǐ Zhù Má水麻、八棱麻、大接骨、大糯叶,yaocai
101633,剑叶玉簪Jiàn Yè Yù Zān玉簪花、紫萼,yaocai
101634,决明子Jué Mínɡ Zǐ草决明，羊明（《吴普本草》），羊角（《广雅》），马蹄决明（陶弘景），还瞳子（《医学正传》），狗屎豆（《生草药性备要》），假绿豆（《中国药植志》），马蹄子（《江苏植药志》），千里光（《山西中药志）），芹决（《陕西中药志》），羊角豆（《广东中药》），野青豆（《江西草药》），猪骨明、猪屎蓝豆、细叶猪屎豆、夜拉子、羊尾豆（《南方主要有毒植物》）。,yaocai
101635,剑叶紫金牛Jiàn Yè Zǐ Jīn Niú开喉箭,yaocai
101636,剑叶耳草Jiàn Yè ěr Cǎo长尾耳草、少年红、千年茶、痨病草、产后茶、天蛇木、必儿药、黑骨风、剑叶耳草、铁扫把、咳嗽痨、小柴胡、山甘草、柳枝红、金销匙、甜茶、山溪黄草、少年劳、硬杆野甘草、,yaocai
101637,剑叶铁树Jiàn Yè Tiě Shù小叶铁树、剑叶万年青、细叶朱蕉,yaocai
101638,剑叶铁角蕨Jiàn Yè Tiě Jiǎo Jué阿西得、铁郎鸡,yaocai
101639,剑花Jiàn Huā量天尺花、霸王花（《岭南采药录》），昙花（《广州植物志》），七星剑花、龙骨花（《广东中药》Ⅱ），霸王鞭（广州空军《常用中草药手册》）。,yaocai
101640,剑麻Jiàn Má菠萝麻,yaocai
101641,剪刀股Jiǎn Dāo Gǔ假蒲公英（广州空军《常用中草药手册》），蒲公英（《广西药植名录》）。,yaocai
101642,剪刀草Jiǎn Dāo Cǎo玉如意、山薄荷、土薄荷、野薄荷、野仙人草、小叶仙人草、节节花、野香草,yaocai
101643,剪夏罗Jiǎn Xià Luó剪红罗、剪春罗、碎剪罗、剪金花、雄黄花、阔叶鲤鱼胆、山茶田,yaocai
101644,剪秋罗Jiǎn Qiū Luó阔叶鲤鱼胆[江苏],yaocai
101645,剪红纱花Jiǎn Hónɡ Shā Huā汉宫秋、剪秋纱、散血沙、甜胆草、甜龙胆,yaocai
101646,水罗伞Shuǐ Luó Sǎn野京豆、虾须豆、千花豆、大罗伞、坩草[广西],yaocai
101647,剪草Jiǎn Cǎo翦草、四块瓦、土细辛、四叶对、银线草、四对草。,yaocai
101648,劲直酢浆草Jìn Zhí Zuò Jiānɡ Cǎo扭筋草、老鸦酸、紧密酢浆草,yaocai
101649,水老虎Shuǐ Láo Hǔ野香芹、水芙蓉、方茎水芙蓉,yaocai
101650,劲直蒿Jìn Zhí Hāo茵陈蒿,yaocai
101651,卷丝苦苣苔Juǎn Sī Kǔ Jù Tái石莲花,yaocai
101652,卷耳Juǎn ěr婆婆指甲菜,yaocai
101653,卷柏Juǎn Bǎi豹足、求股、神投时（《吴普本草》），交时（《别录》），石莲花、回阳草（《滇南本草》），不死草（《滇南本草图说》），长生不死草（《纲目》），万年松（《本草原始》），长生草（《花镜》），石花（《盛京通志》），还魂草（《分类草药性》），九死还魂草（《现代实用中药》），见水还阳草（《浙扛中药手册》），佛手草、万年青（《东北药植志》），老虎爪（《河北药材》），山卷柏、打不死（《南宁市药物志》），铁拳头、岩松（《闽东本草》）。,yaocai
101654,卷茎蓼Juǎn Jīnɡ Liǎo烙铁头、荞麦葛,yaocai
101655,卷边桩菇Juǎn Biān Zhuānɡ Gū卷伞菌、卷缘网褶菌、落褶菌、卷边网褶菌、桩菇,yaocai
101656,卷毛婆婆纳Juǎn Máo Pó Pó Nà邓木扯[藏名],yaocai
101657,吉利子树Jí Lì Zǐ Shù急糜子科、铜箍散、扁担木、孩子儿拳头、荀妃麻、棉筋条、二裂解宝叶、月亮皮、葛马麻、哨儿菜、圪柏麻葛荆麻、版筒柴,yaocai
101658,及己Jí Jǐ獐耳细辛（《纲目》），四叶细辛（《植物名实图考》），牛细辛、老君须（《湖南药物志》）。,yaocai
101659,叫姑姑Jiào Gū Gu莎鸡、纺织娘、叫耳哥、大蟋蟀,yaocai
101660,吉祥草Jí Xiánɡ Cǎo洋吉祥草（《类证活人书》），解晕草、广东万年膏（《纲目拾遗》），松寿兰、结实兰（《植物名实图考》），竹叶草（《分类草药性》），竹叶青、佛顶珠（《中国药植志》），玉带草、紫袍玉带草（《峨嵋药植》），九节莲（《四川中药志》），小青胆、小叶万年青（广州部队《常用中草药手册》），小九龙盘（《贵州草药》），软筋藤、竹节伤、竹根七（《湖南药物志》）。,yaocai
101661,吉龙草Jí Lónɡ Cǎo暹罗香菜,yaocai
101662,君迁子Jūn Qiān Zǐ梬枣、小柿、模枣（《广志》），牛奶柿（崔豹《古今注》），软枣（《千金·食治》），丁香柿（《日用本草》），红蓝枣（《纲目》）。,yaocai
101663,堇叶山梅花Jǐn Yè Shān Méi Huā细叶山梅花、薄叶山梅花。,yaocai
101664,夹竹桃Jiá Zhú Táo拘那夷、拘孥儿（《竹谱详录》），棋那卫、柳叶桃（《花历百咏》），叫出冬（《中国树木分类学》），水甘草（《现代实用中药》），九节肿、大节肿（《湖南药物志》），白羊桃（《云南中草药》）。,yaocai
101665,姜三七Jiānɡ Sān Qī石竹花、岩白姜、土山柰、水马鞭、岩笔叶,yaocai
101666,夹蛇龟Jiá Shé Guī摄龟、陵龟、蠳龟、鸯龟、呷蛇龟、啖蛇龟、克蛇龟、断版龟,yaocai
101667,姜味草Jiānɡ Wèi Cǎo地生姜（《昆明药植调查》），柏枝草、香草、灵芝草（《中国经济植物志》），小姜草、小香草（《昆明民间常用草药》）。,yaocai
101668,姜石Jiānɡ Shí沙姜石、礓砾、裂姜石,yaocai
101669,姜皮Jiānɡ Pí生姜皮（《食疗本草》），生姜衣（《江苏植药志》）。,yaocai
101670,柞木Zhà Mù柞树、蒙子树根、蒙子刺根、葫芦刺、凿树、刺柞、鼠木,yaocai
101671,柞木皮Zhà Mù Pí孤奴、纳葛窳。,yaocai
101672,柞树皮Zhà Shù Pí岛输尔巴姆那木（朝名）。,yaocai
101673,柞蚕蛹Zuò Cán Yǒnɡ茧蛹,yaocai
101674,栀子叶Zhī Zi Yè黄枝叶,yaocai
101675,栀子花Zhī Zi Huā薝卜花、山栀花、野桂花、白蟾花、雀舌花、玉瓯花、玉荷花,yaocai
101676,梓树Zǐ Shù臭梧桐、黄金树、豇豆树、水桐、梓实、梓白皮,yaocai
101677,梓木Zǐ Mù雷电子,yaocai
101678,栀子Zhī Zi木丹（《本经》），鲜支（《上林赋》），卮子（《汉书》孟康注），支子（《本草经集注》），越桃（《别录》），山栀子（《药性论》），枝子（《唐本草》），小卮子（《本草原始》），黄鸡子（《广西中药志》），黄荑子（《闽东本草》），黄栀子（《江苏药材志》）。,yaocai
101679,棕叶芦Zōnɡ Yè Lú莽草、棕叶草、扫地草,yaocai
101680,棕叶七Zōnɡ Yè Qī克马七、长青九龙盘,yaocai
101681,水稻清Shuǐ Dào Qīnɡ狭叶榕、水边柳、百了草、假槟榔、细叶水榕树、小号牛奶仔、小号铁牛入石、牛奶泡、竹叶牛奶子、竹叶牛奶树,yaocai
101682,棕榈Zōnɡ Lǘ棕衣树、棕树、陈棕、棕板、棕骨、棕皮,yaocai
101683,棕榈根Zōnɡ Lǘ Gēn棕树根,yaocai
101684,梓白皮Zǐ Bái Pí梓皮、梓木白皮、梓树皮、梓根白皮、土杜促,yaocai
101685,棕榈皮Zōnɡ Lǘ Pí拼榈木皮、棕毛、棕皮、棕、拼榈、棕衣树、百页草、定海针,yaocai
101686,棕竹Zōnɡ Zhú筋头竹、棕树、美三,yaocai
101687,棕榈花Zōnɡ Lǘ Huā棕榈木子、棕笋,yaocai
101688,棕榈子Zōnɡ Lǘ Zǐ败棕于、棕树果,yaocai
101689,榛子Zhēn Zi槌子、山反栗,yaocai
101690,椆树桑寄生Zhòu Shù Sānɡ Jì Shēnɡ桑树寄生、桑寄生,yaocai
101691,樟Zhānɡ香樟、樟木、乌樟、油樟、香通、芳樟,yaocai
101692,樝子Zhā Zǐ和圆子、樝、西南木瓜、木挑、狭叶木瓜、木瓜海棠。,yaocai
101693,樟木钻Zhānɡ Mù Zuàn野八角、石莽草,yaocai
101694,榛蘑Zhēn Mó该按姆波甚（朝名）。,yaocai
101695,槠子Zhū Zǐ苦槠子,yaocai
101696,红升丹Hónɡ Shēnɡ Dān五灵升药、大红升、大升丹、小金丹,yaocai
101697,红升麻Hónɡ Shēnɡ Má黄力花、接骨草、泽兰（《云南中草药》）。,yaocai
101698,红半边莲Hónɡ Bàn Biān Lián半边风、山蚂蝗、鬼边榜、大半边莲、肉半边莲、红叶子。,yaocai
101699,樟木子Zhānɡ Mù Zǐ樟扣、樟子、樟木蔻、樟树果,yaocai
101700,樟木Zhānɡ Mù樟树、香樟木、吹风散,yaocai
101701,红叶木姜子根Hónɡ Yè Mù Jiānɡ Zǐ Gēn樟树根、油炸条,yaocai
101702,红叶树Hónɡ Yè Shù翁仔树、倒拉锯、万打棍、羊咪屎、橄榄树、羊仔屎,yaocai
101703,红土子皮Hónɡ Tǔ Zǐ Pí四川山蚂蝗。,yaocai
101704,红厚壳Hónɡ Hòu Ké琼崖海棠。,yaocai
101705,红地榆Hónɡ Dì Yú长柔毛委陵菜、小天青、翻白叶、小管仲、地蜂。,yaocai
101706,红头小仙Hónɡ Tóu Xiǎo Xiān紫背倒提壶、肥儿宝、那猪草、红头草,yaocai
101707,红天葵Hónɡ Tiān Kuí红叶、龙虎叶、夜渡红、红水葵、散血子、一点血、散血丹、一叶红、小羚羊。,yaocai
101708,红大戟Hónɡ Dà Jǐ红芽大戟、紫大戟、广大戟、云南大戟、南大戟、红其根、红牙戟、野黄萝卜、红萝卜、走沙黄、红心薯、土人参、红牙大戟,yaocai
101709,红头翁Hónɡ Tóu Wēnɡ蛆药、地皮消、地皮胶、刀口药,yaocai
101710,红孩儿Hónɡ Hái ér红天葵、虎斑海棠、石莲、半边莲、九齿莲、石红莲、岩红、血蜈蚣、蜈蚣七、八角莲、红杆飞扬。,yaocai
101711,红头草Hónɡ Tóu Cǎo红根白毛倒提壶（《云南中草药》）。,yaocai
101712,红山药Hónɡ Shān Yɑo粘薯、红孩儿、野红薯、羊角山药、草巴山药、苦山药、盘薯,yaocai
101713,红娘子Hónɡ Niánɡ Zǐ樗鸡（《本经》），灰花蛾（《纲目》），红娘虫（《药材资料汇编》），么姑虫（《中药志》），红女、红姑娘（《四川中药志》）。,yaocai
101714,红川乌Hónɡ Chuān Wū羊角天麻、黄药根,yaocai
101715,红帽顶Hónɡ Mào Dǐnɡ毛叶子。,yaocai
101716,红子根Hónɡ Zǐ Gēn火把果根,yaocai
101717,红扁藤Hónɡ Biǎn Ténɡ背带藤。,yaocai
101718,红接骨草Hónɡ Jiē Gǔ Cǎo矮脚甘松、石上莲,yaocai
101719,红敷地发Hónɡ Fū Dì Fā铺地毡、石莲,yaocai
101720,红旱莲Hónɡ Hàn Lián湖南连翘、黄花刘寄奴（《植物名实图考》），金丝蝴蝶、伞旦花（《中国树木分类学》），大汗淋草（《南京民间药草》），大黄心草、房心草（《广西中兽医药植》），假连翘、箭花茶。一枝箭（《南宁市药物志》），金丝槐、鸡心茶，牛心茶（《辽宁经济植物志》），大金雀，大茶叶、大精血、元宝草（《江苏药材志》），长柱金丝槐，牛心菜（《北方常用中草药手册》）。,yaocai
101721,红土子Hónɡ Tǔ Zǐ红土子草、红清酒缸、过路清、蚍子草、路边青。,yaocai
101722,红景天Hónɡ Jǐnɡ Tiān扫罗玛尔布。,yaocai
101723,红木子Hónɡ Mù Zǐ山羊角树、山丁木。,yaocai
101724,红木耳Hónɡ Mù ěr红靛、一口红、汉宫秋、红叶苋,yaocai
101725,红曲Hónɡ Qū赤曲（《摘元方》），红米（《药材资料汇编》），福曲（《上海市饮片炮制规范》）。,yaocai
101726,红木香Hónɡ Mù Xiānɡ紫金皮、金谷香、紧骨香、木腊、广福藤、内风消、冷饭包、大活血、小血藤、大红袍、内红消、小钻、钻骨风、紫金藤、香藤根、过山龙,yaocai
101727,硬水黄连Yìnɡ Shuǐ Huánɡ Lián水黄连、金鸡脚下黄、硬杆水黄连、黄脚鸡,yaocai
101728,硬九子连环草Yìnɡ Jiǔ Zǐ Lián Huán Cǎo九子连环草、肉连环、一串钮子、九节虫、棕儿羊,yaocai
101729,硬叶吊兰Yìnɡ Yè Diào Lán吊兰子、大凉药、大甩头、卧吊兰、石吊兰,yaocai
101730,硬叶女娄菜Yìnɡ Yè Nǚ Lóu Cài大叶金石榴、女娄菜、光萼女娄菜、剪金花,yaocai
101731,硬质早熟禾Yìnɡ Zhì Zǎo Shú Hé龙须草,yaocai
101732,硬枝黑锁梅Yìnɡ Zhī Hēi Suǒ Méi锁梅、钻地风，疏风草（《滇南本草》），黑锁梅（《植物名实图考》），红刺泡、紫茵（《滇南本草》整理本）。,yaocai
101733,禹白附Yǔ Bái Fù牛奶白附（《中药志》），鸡心白附（《中药材品种论述》）。,yaocai
101734,禹粮土Yǔ Liánɡ Tǔ申都拉、格艾尔明,yaocai
101735,硬飘拂草Yìnɡ Piāo Fú Cǎo毛蜂子、茅草箭、透骨风,yaocai
101736,硬骨凌霄Yìnɡ Gǔ Línɡ Xiāo竹林标、驳骨软丝莲、红花倒水莲、凌霄,yaocai
101737,秧鸡Yānɡ Jī水鸡、秋鸡,yaocai
101738,粤万年青Yuè Wàn Nián Qīnɡ广东万年青、大叶万年青（广州部队《常用中草药手册》）。,yaocai
101739,秧青Yānɡ Qīnɡ虹香藤,yaocai
101740,礜石Yù Shí礜、青分石、立制石、固羊石、白礜石、鼠乡、泽乳、太白石、食盐、苍礜石、苍石、鼠毒、白虎、白龙、制石、秋石、固羊、太石、盐仓石膏、细石,yaocai
101741,粤瓦韦Yuè Wǎ Wéi小金刀、叶下子、大茅镰、骨牌伸筋、独立枝生、剑丹、一枝枪,yaocai
101742,禹余粮Yǔ Yú Liánɡ太一余粮、石脑、禹哀、太一禹余粮、白余粮、石中黄子、天师食、山中盈脂、石饴饼、石中黄、白禹粮、禹粮石、余粮石、禹粮土,yaocai
101743,缘桑螺Yuán Sānɡ Luó桑牛、天螺,yaocai
101744,缘毛鸟足兰Yuán Máo Niǎo Zú Lán假天麻、蜡烛花、鸡肾草,yaocai
101745,罂粟Yīnɡ Sù罂子粟、罂粟米、象谷囊、卸米、囊子、卸米子、粟米。,yaocai
101746,羊不食Yánɡ Bù Shí马尾连、马尾黄连,yaocai
101747,羊外肾Yánɡ Wài Shèn羊石子、羊肾,yaocai
101748,羊奶子Yánɡ Nǎi Zǐ四月子、牛奶子、木半夏,yaocai
101749,羊奶果Yánɡ Nǎi Guǒ牛虱子果、羊山咪树、长匐茎胡颓子。,yaocai
101750,羊屎条根Yánɡ Shǐ Tiáo Gēn羊奶根、羊食子根,yaocai
101751,羊屎果Yánɡ Shǐ Guǒ十年果、麻栗、山蒲桃、野冬青果,yaocai
101752,罂粟壳Yīnɡ Sù Ké御米壳（《医学启源》），粟壳（《易简方》），烟斗斗、鸦片烟果果（《中药志》）。,yaocai
101753,羊哀Yánɡ āi山羊胃结石,yaocai
101754,羊毛绒球蟹Yánɡ Máo Rónɡ Qiú Xiè毛蟹、甲指红,yaocai
101755,羊耳菊Yánɡ ěr Jú白牛胆、大力王、毛柴胡[湖南]、叶下白、山白芷[广东、福建]、冲天白、小茅香、大茅香、牛耳风、羊耳风、白面风、白背风、绵毛旋覆花、天鹅绒、毛舌头、毛山肖,yaocai
101756,小金梅草Xiǎo Jīn Méi Cǎo野鸡草、山韭菜、小金锁梅、龙肾子,yaocai
101757,羊山刺Yánɡ Shān Cì散血飞,yaocai
101758,小金樱Xiǎo Jīn Yīnɡ红茨藤（《分类草药性》），山木香、明目茶（《中国树木分类学》），小和尚藤（《重庆草药》），结茧、狗屎刺、小刺花、苙刺甲、荆刺叶、鸡公子、五甲莲（《湖南药物志》），七姐妹、鱼杆子、青刺（《浙江天目山药植志》）。,yaocai
101759,小金狗Xiǎo Jīn Gǒu金丝矮陀陀、黄鼠狼、金毛狗、活血草、青蕨、金毛狮子草、石猪鬃、小爬岩姜,yaocai
101760,小金钱草Xiǎo Jīn Qián Cǎo荷包草、肉馄饨草、金锁匙、黄疸草、小马蹄草、螺丕草、小铜钱草、酒杯窝、金挖耳、鸡眼草、小灯盏菜、小迎风草、小碗碗草、小半边莲、地不腊、星子草、小元宝草、落地金钱、小蛤蟆碗、九连环、小马蹄金、金钱草、玉蚀饨、小半边钱、小类盏、金马蹄草,yaocai
101761,羊耳蒜Yánɡ ěr Suàn珍珠七、鸡心七,yaocai
101762,小青Xiǎo Qīnɡ红刺毛藤、灯托草、五兄弟、五托莲、毛青杠、斩龙剑、毛不出林、矮茶子、蛇药、狮子头,yaocai
101763,小青杨Xiǎo Qīnɡ Yánɡ东北杨,yaocai
101764,小青藤Xiǎo Qīnɡ Ténɡ青藤香、马哥罗、小一支箭、过山龙、股藤、家同藤、野牵牛、毛风藤、石板藤、老鼠藤、风藤、小股藤、牛串子。,yaocai
101765,小青藤香Xiǎo Qīnɡ Ténɡ Xiānɡ青藤、滚天龙、青藤细辛、良藤、山豆根、毛青藤、土广藤。,yaocai
101766,小飞扬草Xiǎo Fēi Yánɡ Cǎo飞扬草（《岭南采药录》），痢子草、乳汁草（《岭南草药志》），痢疾草（《广东中药》），细叶飞扬草、小乳汁草（广州部队《常用中草药手册》）。,yaocai
101767,羊红膻Yánɡ Hónɡ Shān羊洪膻、六月寒,yaocai
101768,小飞蓬Xiǎo Fēi Pénɡ祁州一枝蒿、蛇舌草、竹叶艾、鱼胆草、苦蒿、破布艾、臭艾、小山艾,yaocai
101769,小马齿苋Xiǎo Mǎ Chǐ Xiàn地锦,yaocai
101770,小鬼钗Xiáo Guǐ Chāi鹿角草、山黄连、土黄连、不怕日草、小鬼叉手、鬼针草、鬼疙针、刺针草、细叶鬼针草、细叶刺针草、小刺叉。锅叉草、一包针,yaocai
101771,小鱼眼草Xiǎo Yú Yǎn Cǎo小鱼眼草、菊叶鱼眼草,yaocai
101772,小鸦葱Xiǎo Yā Cōnɡ鸦葱,yaocai
101773,小麦麸Xiǎo Mài Fū麸皮（《本草蒙筌》）。,yaocai
101774,小黄构Xiǎo Huánɡ Gòu小黄钩、藤构、娃娃皮,yaocai
101775,小黄树Xiǎo Huánɡ Shù滇丁香、露球花、野丁香、酒瓶花、丁香花、野黄杨木、中型滇丁香,yaocai
101776,小鹭鸶兰Xiǎo Lù Sī Lán天生草、山韭菜、蛇咬药,yaocai
101777,小黄连刺Xiǎo Huánɡ Lián Cì刺黄芩、老鼠刺、黄檗刺、小黄檗刺、猫儿刺、三颗针,yaocai
101778,小麦Xiǎo Mài来、麳,yaocai
101779,小铜锤Xiǎo Tónɡ Chuí黄花草、小麻药、遍地红（《云南中草药》）。,yaocai
101780,小黑牛Xiǎo Hēi Niú大草乌、七星草乌,yaocai
101781,小黑药Xiǎo Hēi Yào铜脚威灵仙、叶三七,yaocai
101782,小齿锥花Xiǎo Chǐ Zhuī Huā木锥花,yaocai
101783,小龙胆草Xiǎo Lónɡ Dǎn Cǎo青鱼胆草、雪里梅、小内消、细龙胆、凤凰花、小雪里梅、寒风草、小青鱼胆、小酒药花根、星秀花、血龙胆、青鱼胆、疔药、小龙胆、傍雪开、龙胆草、胆草、穿山七、九月花、草龙胆,yaocai
101784,心不干Xīn Bù Gān岩芪,yaocai
101785,心叶兔耳风Xīn Yè Tù ěr Fēnɡ大一枝箭、小接骨丹、双股箭,yaocai
101786,心叶党参Xīn Yè Dǎnɡ Shēn大头党参、小人参,yaocai
101787,心叶忽布Xīn Yè Hū Bù啤酒花、心叶蛇麻,yaocai
101788,徐长卿Xú Chánɡ Qīnɡ鬼督邮、石下长卿（《本经》），别仙踪（《本草图经》），料刁竹（《生草药性备要》），钓鱼竿、逍遥竹、一枝箭（《简易草药》），英雄草、料吊（《本草求原》），土细辛、九头狮子草（《植物名实图考》），竹叶细辛（《植物名汇》），铃柴胡（《植物学大辞典》），生竹（《岭南采药录》），一枝香、牙蛀消、线香草（《中国药植志》），小对叶草、对月草（《贵州民间方药集》），天竹、溪柳、蛇草（《福建民间草药》），瑶山竹（《广西中兽医药植》），黑薇、蜈蚣草、铜锣草（《东北药植志》），山刁竹、蛇利草、药王（《南宁市药物志》）,yaocai
101789,心叶百合Xīn Yè Bǎi Hé大叶百合、山菠萝根、荞麦叶贝母、荞麦叶大百合,yaocai
101790,心叶野海棠Xīn Yè Yě Hǎi Tánɡ鸡窝红麻、向天葫芦、红水麻叶、山红活麻、罐罐草,yaocai
101791,心叶风毛菊Xīn Yè Fēnɡ Máo Jú山芍药、马蹄细辛、水葫芦、山牛蒡,yaocai
101792,心叶虎耳草Xīn Yè Hǔ ěr Cǎo岩耳巴、反背红、红岩草、蒙自虎耳草、大虎耳草、心叶蒙自虎耳草,yaocai
101793,木槿皮Mù Jǐn Pí槿皮（《救急方》），川槿皮（《养生经验合集》）。,yaocai
