index:ID,laiyuan,:LABEL
203353,来源为牛科动物牦牛的角。,laiyuan
203354,来源药材基源：为豆科植物披针叶黄华的全草。,laiyuan
203355,来源为鼠科动物雄性褐家鼠等的干燥粪便。,laiyuan
203356,来源药材基源：为冬青科植物满树星的根皮或叶。,laiyuan
203357,来源为猴科动物猕猴的骨胳。全年均可捕捉。杀死后，剥去皮毛（四肢不去皮毛），除去内脏，剔除骨上筋肉，将骨胳挂通风处晾干。,laiyuan
203358,来源为猕猴桃科植物镊合猕猴桃的根。夏、秋季采挖，洗净，切片，晒干。,laiyuan
203359,来源药材基源：为桫椤科植物大黑桫椤的叶。,laiyuan
203360,来源为蓼科植物尼泊尔蓼的全草。春、夏季采，晒干。,laiyuan
203361,来源药材基源：为猕猴桃科植物猕猴桃Actinidia chinensis Planch.的根。,laiyuan
203362,来源为猕猴槐科植物软枣猕猴桃的根、叶。秋、冬挖根；夏季采叶。,laiyuan
203363,来源药材基源：为白蘑科真榆干侧耳、白黄侧耳、灰白侧耳的子实体。,laiyuan
203364,来源为木通科植物矮杞树的根。夏、秋采收。,laiyuan
203365,来源为葡萄科植物大叶乌蔹莓的根及叶。全年均可采挖根，夏季采叶晒干备用。,laiyuan
203366,来源为茜草科植物大沙叶的茎叶。全年可采。,laiyuan
203367,来源为梧桐科植物大翅子树的树皮。全年可采。切片晒干。,laiyuan
203368,来源药材基源：为猕猴桃科植物软枣猕猴桃Actinidiaarguta（Sieb．etZucc.）Plarich．exMiq．的根。,laiyuan
203369,来源药材基源：为大戟科植物毛桐的根。,laiyuan
203370,来源为五加种植物穗序鹅掌柴的根或根皮。,laiyuan
203371,来源为禾本科植物大狗尾草的全草或根。春、夏、秋三季均可采。鲜用或晒干。,laiyuan
203372,来源药材基源：为五加科植物穗序鹅掌柴的叶。,laiyuan
203373,来源药材基源：为五加科植物穗序鹅掌柴的茎皮。,laiyuan
203374,来源药材基源：为菊科植物大独叶草的根、叶。,laiyuan
203375,来源药材基源：为毛茛科植物大火草的根。,laiyuan
203376,来源药材基源：为菊科植物大狼把草的全草。,laiyuan
203377,来源玄参科独脚金属植物大独脚金Striga masuria （Buch.-Ham.）Benth.以全草入药。夏秋采集，切碎，晒干。,laiyuan
203378,来源药材基源：为天南星科植物大薸的全草。,laiyuan
203379,来源药材基源：为菊科植物菜木香的根。,laiyuan
203380,来源药材基源：为菊科植物大丽花的块根。,laiyuan
203381,来源药材基源：为水龙骨科植物大瓦韦的全草。,laiyuan
203382,来源药材基源：为禾本科植物大画眉草的全草。,laiyuan
203383,来源药材基源：为报春花科植物红根草的全草或根。,laiyuan
203384,来源药材基源：为禾本科植物大画眉草的花序。,laiyuan
203385,来源为萝摩科植物大白药的全株。全年可采，切碎晒干。,laiyuan
203386,来源药材基源：为马兜铃科植物广西马兜铃的块根。,laiyuan
203387,来源为水龙骨科植物矩圆线蕨的全草。全年可采。,laiyuan
203388,来源药材基源：为姜科植物疣果豆蔻的果实。,laiyuan
203389,来源药材基源：为桔梗科植物江南山梗菜的根或全草。,laiyuan
203390,来源药材基源：为水龙骨科植物膜叶星蕨带根茎的全草。,laiyuan
203391,来源药材基源：为伞形科植物兴安白芷的根。,laiyuan
203392,来源药材基源：为石竹科植物独籽繁缕的全草或根。,laiyuan
203393,来源芸香科大管Micromelum falcatum （Lour.） Tanaka，以根、叶入药。,laiyuan
203394,来源为泽泻科植物窄叶泽泻的全草。8～9月采全草，晒干备用。,laiyuan
203395,来源为大戟科植物大狼毒的根。秋季采挖，洗净，切片，晒干，研粉。,laiyuan
203396,来源为荨麻科植物红雾水葛的根、叶。秋、冬或春季采，洗净，晒干或鲜用。,laiyuan
203397,来源药材基源：为水龙骨科植物陕西假瘤蕨的根茎。,laiyuan
203398,来源药材基源：为马兜铃科植物大叶马蹄香、祁阳细辛和鼎湖细辛的带根全草。,laiyuan
203399,来源药材基源：为鸦科动物大嘴乌鸦的全体或肉。,laiyuan
203400,来源药材基源：为鸦科动物大嘴乌鸦的翅羽。,laiyuan
203401,来源药材基源：为报春花科植物景天点地梅的全草。,laiyuan
203402,来源药材基源：为红菇科真菌大红菇的子实体。,laiyuan
203403,来源为紫金牛科植物铁仔的根或全草。 夏、秋采收。,laiyuan
203404,来源药材基源：为鸦科动物大嘴乌鸦等的头。,laiyuan
203405,来源药材基源：为菊科植物菊叶千里光的根及全草。,laiyuan
203406,来源药材基源：为鸦科动物大嘴乌鸦的胆汁。,laiyuan
203407,来源药材基源：为八角枫科植物阔叶八角枫的根。,laiyuan
203408,来源药材基源：为梧桐科植物景东翅子的树皮。,laiyuan
203409,"来源为倍蚜科昆虫角倍蚜或倍蛋蚜在其寄主盐肤木、青麸杨或红麸杨等树上形成的虫瘿。其寄主植物分别参见""盐麸子""、""膏麸杨根""、""红麸杨""条。",laiyuan
203410,来源药材基源：为蔷薇科植物灰白毛莓的根。,laiyuan
203411,来源药材基源：为玄参科植物大王马先蒿的个全草,laiyuan
203412,来源药材基源：为五加科植物细柱五加和无梗五加的果实。,laiyuan
203413,来源药材基源：为薯蓣科植物五叶薯蓣的块茎。,laiyuan
203414,来源药材基源：为葡萄科植物绿爬山虎的根、茎或叶。,laiyuan
203415,来源药材基源：为蔷薇科植物蛇泡筋的根。,laiyuan
203416,来源药材基源：为五加科植物细柱五加和无梗五加的叶。,laiyuan
203417,来源为五加科植物五加或无梗五加、刺五加、糙叶五加、轮伞五加等的根皮。夏、秋采挖，剥取根皮，晒干。,laiyuan
203418,来源药材基源：为罂粟科植物五味草的全草。,laiyuan
203419,来源药材基源：为旋花科植物五爪金龙的茎叶或根。,laiyuan
203420,来源药材基源：为远志科植物蝉翼藤的根。,laiyuan
203421,来源为锦葵科植物箭叶秋葵的根。冬季挖根，洗净，切片，晒干。,laiyuan
203422,来源为桑科植物粗叶榕的根。秋季采挖，洗净，切片，晒干。,laiyuan
203423,来源为木兰种植物五味子的果实。霜降后果实完全成熟时采摘，拣去果枝及杂质，晒干；贮藏干燥通风处，防止霉烂、虫蛀。,laiyuan
203424,来源为藜科植物星状刺果藜的全草。夏季采收，晒干。,laiyuan
203425,来源药材基源：为茄科植物乳茄的果实。,laiyuan
203426,来源为大戟科植物五月茶的根、叶、果。根、叶全年可采；果夏秋采收。,laiyuan
203427,来源药材基源：为蔷薇科植物路边青的全草或根。,laiyuan
203428,来源药材基源：为五桠果科植物五桠果的根或树皮。,laiyuan
203429,来源药材基源：为菊科植物铃铃香青的全草。,laiyuan
203430,来源药材基源：为茄科植物莨菪的叶。,laiyuan
203431,来源药材基源：为十字花科植物莱菔的基生叶。,laiyuan
203432,来源药材基源：为十字花科植物莱菔的鲜根。,laiyuan
203433,来源药材基源：为桑科植物裂掌榕的根。,laiyuan
203434,来源为葡萄科植物狭叶崖爬藤的全株或根。全年可采。,laiyuan
203435,来源菊科莲叶橐吾Ligularia nelumbifolia （Bur. et Franch.）Hand.-Mazz.，以根入药。,laiyuan
203436,来源为十字花科植物莱菔的成熟种子。夏、秋间种子成熟时割取全株，晒干，搓出种子，除去杂质，晒干。,laiyuan
203437,"来源为鼯鼠科动物橙足鼯鼠和飞鼠等的干燥粪便。全年可采，但以春、秋为多，春采者品质较仕。采得后，拣净砂石、泥土等杂质，按形状分别为""灵脂块""和""灵脂米""两类。",laiyuan
203438,来源为睡莲科植物莲的成熟种子的绿色胚芽。秋季采收莲子时，从莲子中剥取，晒干。,laiyuan
203439,来源药材基源：为玄参科植物莲座通泉草的全草。,laiyuan
203440,来源为睡莲科植物莲的成熟花托。秋季果实成熟时，割下莲蓬，除去果实（莲子）及梗，晒干。,laiyuan
203441,来源为萝藦科植物马利筋的全草。全年可采，晒干或鲜用。,laiyuan
203442,来源苋科虾钳菜属植物莲子草Alternanthera sessilis （L.）DC.的全草。夏秋采。洗净晒干。,laiyuan
203443,来源药材基源：为睡莲科植物莲Nelumbo nucifera Gaertn.的花蕾。,laiyuan
203444,来源为菊科植物莲座蓟的全草。夏、秋花盛开时或结果时采收，阴干。,laiyuan
203445,"来源为睡莲科植物莲的果实或种子。秋末、冬初割取莲房，取出果实，晒干；或收集坠入水中、沉于淤泥内的果实，洗净、晒干。或除去果壳后晒干。经霜老熟而带有灰黑色果壳的称为""石莲子""；除去果壳的种子称为""莲肉""。",laiyuan
203446,来源药材基源：为豆科植物长柄山蚂蝗的根、叶。,laiyuan
203447,来源为菱科植物菱的果肉。8～9月采收。,laiyuan
203448,来源药材基源：为菱科植物菱或其同属植物的茎。,laiyuan
203449,来源药材基源：为菱科植物菱或其同属植物的果皮。,laiyuan
203450,来源药材基源：为菊科植物吕吴风草的全草。,laiyuan
203451,来源为睡莲科植物莲的雄蕊。夏季花盛开时，采取雄蕊，阴干。,laiyuan
203452,来源药材基源：为紫金牛科植物密鳞紫金牛的树皮。,laiyuan
203453,来源药材基源：为玄参科植物苦玄参的全草。,laiyuan
203454,来源药材基源：为睡莲科植物莲Nelumbo nucifera Gaerth.的种皮,laiyuan
203455,来源为景天科植物落地生根的全草或根。全年可采。,laiyuan
203456,来源药材基源：为龙胆科植物五岭龙胆的带花全草。,laiyuan
203457,来源药材基源：为双子叶植物药萝藦科植物萝藦的果实。,laiyuan
203458,来源为萝蓐科植物萝藦的全草或根。7～8月采集全草，鲜用或晒干。,laiyuan
203459,来源为夹竹桃科植物萝芙木的根。秋、冬采根，洗净泥土，切片晒干。,laiyuan
203460,来源药材基源：为豆科植物落花生的种子。,laiyuan
203461,来源为虎耳草科植物落新妇等的根茎。夏、秋季采，除去须根、鳞片、绒毛，鲜用或晒干。,laiyuan
203462,来源药材基源：为虎耳草科植物落新妇、大落新妇的全草。,laiyuan
203463,来源药材基源：为豆科植物落花生的茎叶。,laiyuan
203464,来源药材基源：为茅膏菜科植物锦地罗的去花茎全草。,laiyuan
203465,来源为桑科植物葎草的全草。夏、秋采收，晒干。,laiyuan
203466,来源药材基源：为菊科植物伞状绢毛菊的根。,laiyuan
203467,来源药材基源：为唇形科植物广防风的全草。,laiyuan
203468,来源为冬青种植物落霜红的叶。夏、秋季采收，多鲜用。,laiyuan
203469,来源药材基源：为菊科植物条叶垂头菊的全草或花序。,laiyuan
203470,来源为落葵科植物落葵的叶或全草。夏、秋采收。,laiyuan
203471,来源药材基源：为小檗科植物桃儿七的根及根茎。,laiyuan
203472,来源药材基源：为小檗科植物桃儿七Sinopodophyllum hexandrum（Royle）Ying的果实。,laiyuan
203473,来源本品为蔷薇科植物桃Prunus persica （L.）Batsch自落的幼果。夏初拣落地的幼果，晒干。,laiyuan
203474,来源药材基源：为蔷薇科植物桃或山桃的果实。,laiyuan
203475,来源为小檗科植物鬼臼的根及根茎。7～8月采收。,laiyuan
203476,来源为蔷薇科植物桃或山桃的种子。6～7月果实成热时采摘，除去果肉及核壳，取出种子，晒干。放阴凉干燥处，防虫蛀、走油。,laiyuan
203477,来源药材基源：为桃金娘科植物桃金娘的果实。,laiyuan
203478,来源药材基源：为蔷薇科植物桃或山桃的根或根皮,laiyuan
203479,来源药材基源：为蔷薇科植物桃或山桃去掉栓皮的树皮,laiyuan
203480,来源药材基源：为桃金娘科植物桃金娘的花。,laiyuan
203481,来源为葫芦科植物桃南瓜的果实。秋季采摘成熟果实，风干贮藏，一般多鲜用。,laiyuan
203482,来源药材基源：为大戟科植物油桐Vernicia fordii （Hemsl.）Airy-Shaw的种子所榨出的油。,laiyuan
203483,来源药材基源：为防己科千金藤属植物桐叶千金藤的根。,laiyuan
203484,来源蔷薇科植物桃Prunus persica （L.）Batsch，树干上流出的树脂。夏秋采收，晒干。,laiyuan
203485,来源为檀香科植物檀香的心材。全年可采。采得后切成小段，除去边材（制造檀香器具时，剩下的碎材，亦可利用）。,laiyuan
203486,来源药材基源：为蔷薇科植物杜梨的果实。,laiyuan
203487,来源药材基源：为鼬科动物水獭、江獭、小爪水獭的四足。,laiyuan
203488,来源药材基源：为鼬科动物水獭、江獭、小爪水獭的肝脏。,laiyuan
203489,来源药材基源：为禾本科植物甜根子草的根茎及秆。,laiyuan
203490,来源药材基源：为茶茱萸科植物定心藤的根及藤茎。,laiyuan
203491,来源药材基源：为从蒿、蓼等草灰中提取之碱汁，和以面粉，经加工而成的固体。,laiyuan
203492,来源药材基源：为芸香科植物甜橙的果实。,laiyuan
203493,来源药材基源：为长海参胆科动物石笔海胆的棘。,laiyuan
203494,来源为荨麻科植物西南冷水花的全草。夏、秋采集，洗净晒干。,laiyuan
203495,来源药材基源：为兰科植物小羊耳蒜的全草。,laiyuan
203496,来源为荨麻科植物平滑楼梯草的全草。全年可采。鲜用或切片晒干。,laiyuan
203497,来源为脐衣科植物石耳的子实体。全年可采，采得后阴干。,laiyuan
203498,来源为苦苣苔科植物石胆草的全草。秋、冬采收。,laiyuan
203499,来源药材基源：为菊科植物甜叶菊的叶。,laiyuan
203500,来源为硫酸盐类矿物石膏的矿石。一般于冬季采挖，挖出后，去净泥土及杂石。,laiyuan
203501,来源药材基源：为碳氢化合物类矿物石油的原油。,laiyuan
203502,来源药材基源：为十字花科植物紫花碎米荠的全草。,laiyuan
203503,来源药材基源：为苦苣苔科植物东南长蒴苣苔的全草。,laiyuan
203504,来源为萝藦科植物香花球兰的全草。全年可采，晒干。,laiyuan
203505,来源为梅花衣科植物藻纹梅花衣的全体。全年可采，从石上铲下，除净杂质，晒干。,laiyuan
203506,来源为红翎菜种植物琼枝的藻体。,laiyuan
203507,来源药材基源：为石莼科植物石莼、孔石莼、裂片石莼的藻体。,laiyuan
203508,来源为鼠李科植物牛儿藤的根、茎。全年可采。晒干。,laiyuan
203509,来源药材基源：为双子叶植物药萝藦科石萝摩的全草。,laiyuan
203510,来源药材基源：为兰科植物节茎石仙桃的全草。,laiyuan
203511,来源药材基源：为睡莲科植物莲NelumbonuciferaGaertn.老熟的果实。,laiyuan
203512,来源鼠李科石蔓藤Berchemia hypochrysa Schneid.，以根、茎入药。,laiyuan
203513,来源蕨类水龙骨科石蕨属植物石蕨Saxiglossum angustissimum （Gies.） Ching[S. taeniodes （C. Chr.） Ching]，以全草入药。四季可采，连根挖出，洗净晒干。,laiyuan
203514,来源药材基源：为蓼科植物头花蓼的全草。,laiyuan
203515,来源为石蕊科植物石蕊的全株（枝状体）。全年可采，去净砂土杂质，晒干。,laiyuan
203516,来源为天南里科植物石菖蒲的根茎。,laiyuan
203517,来源药材基源：为胡椒科植物毛山蒟的枝叶。,laiyuan
203518,来源为石蚕科昆虫石蛾或其近缘昆虫的幼虫。,laiyuan
203519,来源为石蒜科植物石蒜的鳞茎。秋后采收，洗净，阴干。,laiyuan
203520,来源药材基源：为蛇螺科动物覆瓦小蛇螺的全体。,laiyuan
203521,来源牻牛苗儿科石蜡红Pelargonium hortorum Bail.，以花入药。,laiyuan
203522,来源药材基源：为苦苣苔科植物蚂蝗七的根茎或全草。,laiyuan
203523,来源药材基源：为铠茗荷科动物石蜐的肉。,laiyuan
203524,来源药材基源：为胡椒科植物石蝉草的全草。,laiyuan
203525,来源为古生代节肢动物石蟹及其他近缘动物的化石。全年均可采收，捞起后，洗净晒干。,laiyuan
203526,来源药材基源：为水龙骨科植物高山瓦韦的全草。,laiyuan
203527,来源药材基源：为景天科植物紫花八宝的全草。,laiyuan
203528,来源药材基源：为葫芦科植物趾叶栝楼的带根全草。,laiyuan
203529,来源药材基源：为夹竹桃科植物石血的带叶藤茎。,laiyuan
203530,来源为唇形科植物紫参的全草。夏至到处暑间采收。,laiyuan
203531,来源药材基源：为景天科植物安龙景天的全草。,laiyuan
203532,来源药材基源：为铁线蕨科植物单盖铁线蕨的全草。,laiyuan
203533,来源药材基源：为苦苣苔科植物网脉旋蒴苣苔的全草。,laiyuan
203534,来源为苦苣苔科植物中华被萼苣苔的全草。全年可采，洗净，鲜用或晒干备用。,laiyuan
203535,来源为水龙骨科植物石韦，庐山石韦、毡毛石韦、有柄石韦、北京石韦或西南石韦的叶。春、夏、秋均可采收，除去根茎及须根，晒干。,laiyuan
203536,来源药材基源：为兰科植物伏生石豆兰的全草。,laiyuan
203537,来源药材基源：为伞形科植物石防风的根。,laiyuan
203538,来源为玄参科植物泡桐或毛泡桐的叶。,laiyuan
203539,来源药材基源：为远志科植物齿果草的全草。,laiyuan
203540,来源为石竹科植物叉歧繁缕的全草。8～9月采收。,laiyuan
203541,来源为蔷薇科植物狭叶绣线菊的全株。全年可采，以夏、秋花叶茂盛时采为佳。洗净晒干。,laiyuan
203542,来源药材基源：为兰科植物高斑叶兰的全草。,laiyuan
203543,来源药材基源：为五味子科植物冷饭藤的藤或根。,laiyuan
203544,来源药材基源：为茶茱萸科植物小果微花藤的根及茎藤。,laiyuan
203545,来源药材基源：为卫矛科植物垂丝卫矛的根、根皮、及茎皮。,laiyuan
203546,来源安息香科垂珠花Styrax dasyantha Perk.，以叶入药。,laiyuan
203547,来源药材基源：为唇形科植物唇香草的全株。,laiyuan
203548,来源为十字花科植物垂果南芥的果实。秋季采收，晒干酒炒。,laiyuan
203549,来源杨柳科柳属植物垂柳Salix babylonica L.，以枝、叶、树皮、根皮、须根等入药。枝、叶夏季采，须根、根皮、树皮四季可采。,laiyuan
203550,来源为景天科植物垂盆草Sedum sarmentosum Bunge的全草。夏、秋季采挖，除去杂质，晒干。,laiyuan
203551,来源豆科垂花胡枝子Lespedeza penduliflora （Oudemann） Nakai ssp. cathayana Hsu et All.，以花、根、根皮入药。,laiyuan
203552,来源药材基源：为瑞香科植物细轴荛花的花、根或茎皮。,laiyuan
203553,来源唇形科香薷属植物垂花香薷Elsholtzia penduliflora W. W. Smith，以全草入药。夏季采集，洗净晒干或鲜用。,laiyuan
203554,来源为堇菜种植物大叶堇菜的全草。夏末采收，洗净，阴干或鲜用。,laiyuan
203555,来源本品为毛茛科植物乌头Aconitum carmichaeli Debx. 的干燥母根。6月下旬至8月上旬采挖，除去子根、须根及泥沙，晒干。,laiyuan
203556,来源药材基源：为中国蕨科植物毛轴碎米蕨的全草。,laiyuan
203557,来源药材基源：为夹竹桃科植物川山橙的根。,laiyuan
203558,来源药材基源：为毛茛科植物乌头（栽培品）的母根。,laiyuan
203559,来源药材基源：为夹竹桃科植物川山橙的果实。,laiyuan
203560,来源蔷薇科川梨Pyrus pashia Buch.-Ham.ex D. Don，以果实入药。,laiyuan
203561,来源为毛茛科植物小木通、绣球藤的茎。秋季采收。割取较老的茎，截成长段，刮去外皮，阴干。,laiyuan
203562,来源药材基源：为伞形科植物川明参的根。,laiyuan
203563,来源为菊科植物川木香 Dolomiaea souliei （Franch.）Shih的根。9～12月间挖根，洗净，晒干或微火烘干。,laiyuan
203564,来源药材基源：为桦木科植物川滇桤木的嫩茎叶或树皮。,laiyuan
203565,来源蔷薇科川莓Rubus setchuenensis Bur. et Franch.，以根入药。,laiyuan
203566,来源为苋科植物川牛膝或头花蒽草的根。川牛膝的根，秋冬均可采挖，栽培品以生长3～4年者为好，挖得后，去净泥砂，切去残存的地上茎及须根。烘干或晒至半干时，经发汗后再晒至足干。野生的多系阴干或晒干。,laiyuan
203567,来源为樟科植物川楝的果实。,laiyuan
203568,来源为百合科植物卷叶贝母、乌花贝母或棱砂贝母等的鳞茎。,laiyuan
203569,来源药材基源：为禾本科植物川谷的根和根茎。,laiyuan
203570,来源药材基源：为伞形科植物竹节前胡的根。,laiyuan
203571,来源药材基源：为菊科植物菊的叶。,laiyuan
203572,来源为虎耳草科植物黄常山的根。秋季采挖，除去茎苗及须根，洗净，晒干。,laiyuan
203573,来源药材基源：为菊科植物密毛紫菀的根。,laiyuan
203574,来源药材基源：为菊科植物菊脑的嫩茎叶。,laiyuan
203575,来源药材基源：为菊科植物菊的根。,laiyuan
203576,来源为天南星科植物魔芋的块茎。秋末采收。,laiyuan
203577,来源药材基源：为蒟蒻薯科植物箭根薯的根茎。,laiyuan
203578,来源药材基源：为药胡椒科植物蒟酱的果穗。,laiyuan
203579,来源药材基源：为菊科植物菊的幼嫩茎叶。,laiyuan
203580,来源药材基源：为蒟蒻薯科植物箭根薯的叶。,laiyuan
203581,来源为菊科植物菊苣的全草。夏季采收。,laiyuan
203582,来源药材基源：为胡椒科植物蒟酱Piper betle L.的叶。,laiyuan
203583,来源为蒺藜科植物蒺藜Tribulus terrestris L.的果实。秋季果实成熟时，割取全株，晒干，打下果实，除去杂质。,laiyuan
203584,来源药材基源：为蒺藜科植物蒺黎Tribulus terrestris L.的茎叶。,laiyuan
203585,来源药材基源：为罂粟科植物蓟罂粟的全草。,laiyuan
203586,来源药材基源：为美人蕉科植物蕉芋的根茎。,laiyuan
203587,来源为凤尾蕨科植物蕨菜的根茎。秋、冬季采收，洗净切段晒干。,laiyuan
203588,来源蕨类阴地蕨科蕨萁属植物蕨萁Botrychium virginianum （L.） Sw.，以全草入药。春冬采挖，鲜用或晒干。,laiyuan
203589,来源药材基源：为蕨科植物蕨的根茎。,laiyuan
203590,来源为风尾蕨科植物蕨的嫩叶。秋、冬采收。,laiyuan
203591,来源为蔷薇科植物鹅绒委陵菜的块根。6～9月采挖。,laiyuan
203592,来源为伞形科植物川芎的根茎。平原栽培者以小满后4～5天收采为佳，山地栽培者多在8～9月采收。将根茎挖出，除净茎叶及泥沙，洗净，晒干或烘干，再用撞笼撞去须根。,laiyuan
203593,来源药材基源：为秋海棠科植物蕺叶秋海棠的带恨茎全草。,laiyuan
203594,来源豆科围涎树属植物围涎树Pithecellobium clypearia Benth.，以叶、果实及种子入药。夏秋采，晒干或鲜用。,laiyuan
203595,来源菊科川西小黄菊Pyrethrum tatsienense （Bur. et Franch.） Ling[Chrysanthemum tatsienense Bur. et Franch.]，以花入药。,laiyuan
203596,来源百合科开口箭属植物弯蕊开口箭Tupistra wattii Hook. f.，以根状茎或全草入药。8～10月采全草，多鲜用；根四季可采，切片晒干。,laiyuan
203597,来源药材基源：为樟科植物狭叶山胡椒的根或枝叶。,laiyuan
203598,来源药材基源：为芸香科植物刺异叶花椒的根或根皮。,laiyuan
203599,来源为兰科植物脉羊耳兰的全草。全年可采。,laiyuan
203600,来源药材基源：为杉藻科植物角叉菜的藻体。,laiyuan
203601,来源药材基源：为卫矛科植物角翅卫矛Euonymus cornutus Hemsl.的根。,laiyuan
203602,来源兰科角盘兰属植物角盘兰Herminium monorchis （L.）R. Brown.，以带根全草入药。秋季采挖，晒干。,laiyuan
203603,来源药材基源：为盔螺科动物管角螺和天狗角螺等的肉。,laiyuan
203604,来源为豆科植物豇豆的种子。秋季果实成熟后采收。,laiyuan
203605,来源为罂粟科植物细叶角茴香的根、全草。春季开花前挖根及全草，晒干。,laiyuan
203606,来源药材基源：为番荔枝科植物假鹰爪的叶。,laiyuan
203607,来源药材基源：为卫矛科植物角翅卫矛Euonymus cornutus Hemsl.的果实。,laiyuan
203608,来源药材基源：为糯米和酒曲酿制而成的酵米。,laiyuan
203609,来源药材基源：为醉鱼草科植物大叶醉鱼草的枝叶、根皮。,laiyuan
203610,来源药材基源：为高梁、大麦、米等酿酒后剩余的残渣。,laiyuan
203611,来源药材基源：为番荔枝科植物紫玉盘的叶或根。,laiyuan
203612,来源药材基源：为竹芋科植物柊叶的全草。,laiyuan
203613,来源为杜鹃花科植物亮毛杜鹃的根。夏、秋采集。切片晒干。,laiyuan
203614,来源为紫葳科植物角蒿的全草。7～8月间，割取茎叶，晒干。,laiyuan
203615,来源药材基源：为豆科植物紫云英的种子。,laiyuan
203616,来源豆科黄芪属植物紫云英Astragalus sinicus L.，以根、全草和种子入药。夏秋采集，鲜用或晒干。,laiyuan
203617,来源药材基源：为爵床科植物少花马蓝的全草。,laiyuan
203618,来源药材基源：为鹟科动物紫啸鸫的肉。,laiyuan
203619,来源牻牛儿苗科老鹤草属植物紫地榆Geranium strictipes R. Knuth [G. strigosum auct. non Burm. f.]，以根入药。秋季采挖，洗净切片晒干。,laiyuan
203620,来源为榆科植物紫弹树的茎、叶及根皮。,laiyuan
203621,来源紫茉莉科紫三角Bougainvillea glabra Choisy，以花入药。,laiyuan
203622,来源药材基源：为毛茛科植物菝葜叶铁线莲的全草。,laiyuan
203623,来源药材基源：为红豆杉科植物东北红豆杉的枝和叶。,laiyuan
203624,来源为樟科植物紫楠的树皮及枝叶。,laiyuan
203625,来源药材基源：为杜鹃花科植物广东紫花杜鹃的花、叶、嫩枝或根。,laiyuan
203626,来源为豆科植物紫檀的心材。夏、秋季采。,laiyuan
203627,来源蔷薇科紫泡Rubus foliolosus D. Don，以根、果入药。,laiyuan
203628,来源为罂粟科植物紫堇的全草及根。4～5月采收。,laiyuan
203629,来源番荔枝科紫玉盘属植物紫玉盘Uvaria macrophylla Roxb. var. microcarpa （Champ.）Finet et Gagnep.，以根、叶入药。随时采根；夏秋采叶，晒干。,laiyuan
203630,来源漆树科紫油木Pistacia weinmannifolia Poiss.，以嫩叶尖入药。,laiyuan
203631,来源为百合科植物紫玉簪的花。秋季采收。,laiyuan
203632,来源药材基源：为百合科植物紫萼的根。,laiyuan
203633,来源为桔梗科植物紫燕草的全草。夏、秋采收。,laiyuan
203634,来源为健康人的胎盘。,laiyuan
203635,来源为卤化物类矿物萤石的矿石。采得后，拣选紫色的入药。去净外附的砂砾及粘土。,laiyuan
203636,来源紫草科紫筒草Stenosolenium saxatile （Pall.） Turcz.[Arnebia saxatilis Benth. et Hook.]，以全草入药。,laiyuan
203637,来源龙胆科紫花獐牙菜Swertia punicea Hemsl.，以全草入药。,laiyuan
203638,来源为菊科植物紫背千里光的全草。秋、冬采收。,laiyuan
203639,来源为荨麻科植物粗齿冷水花的全草。夏、秋采收。,laiyuan
203640,来源为马鞭草科植物杜虹花的叶。7～8月采收，晒干。,laiyuan
203641,来源药材基源：为紫金牛科植物伞形紫金牛或块根紫金牛的根。,laiyuan
203642,来源药材基源：为卤化物类矿物紫色石盐晶体。,laiyuan
203643,来源唇形科紫背黄芩Scutcllaria discolor Colebr.，以全草入药。,laiyuan
203644,来源药材基源：为芸香科植物花椒1.Zanthoxylum bungeanum Maxim.或青椒Zanthoxylum schinifolium Sieb.et Zucc.的叶。,laiyuan
203645,来源药材基源：为菊科植物紫背千里光的全草。,laiyuan
203646,来源药材基源：为唇形科植物紫紫背金盘的全草或根。,laiyuan
203647,来源药材基源：为芸香科植物花椒簕的茎叶或根。,laiyuan
203648,来源荨麻科花点草属植物花点草Nanocnide japonica Blume的全草。夏秋采收，晒干。,laiyuan
203649,来源豆科红豆树属植物花榈木Ormosia henryi Prain，以根、根皮、茎及叶入药。全年可采，鲜用或晒干。,laiyuan
203650,来源药材基源：为豆科植物落花生的种子榨出之脂肪油。,laiyuan
203651,来源豆科落花生属植物落花生Arachis hypogaea L.的种皮。收集红色种皮，晒干。,laiyuan
203652,来源药材基源：为蔷薇科植物花红的叶。,laiyuan
203653,来源为淡水海绵科动物脆针海绵的干燥群体。秋、冬于河床或湖边拾取，切去两端树枝，除去杂草，晒干。,laiyuan
203654,来源药材基源：为花荵科植物丝花花荵的根与根茎。,laiyuan
203655,来源为变质岩类岩石含蛇纹石大理岩的石块。,laiyuan
203656,来源药材基源：为隐翅虫科动物多毛隐翅虫的全虫。,laiyuan
203657,来源药材基源：为马兜铃科植物青城细辛的根、根茎或全草。,laiyuan
203658,来源为豆科植物花苜蓿的全草。6～7月采，洗净，去残叶、须根，晾干。,laiyuan
203659,来源药材基源：为园蛛科动物横纹金蛛的全体或网丝。,laiyuan
203660,来源为蓼科植物缺腰叶蓼或华缺腰叶蓼的根。秋季采收。,laiyuan
203661,来源药材基源：为秋海棠科植物花叶秋海棠的全草,laiyuan
203662,来源为报春花科植物假半枝莲的全草。秋后采收。,laiyuan
203663,来源药材基源：为五味子科植物金山五味子的藤茎和根。,laiyuan
203664,来源药材基源：为龙胆科植物花锚的全草。,laiyuan
